dataset_id,point_id,x_source,y_source,x_normalized,y_normalized,confidence
stagev3_0019,p05,168.47876447876448,734.5791505791506,0.37606867071152783,0.7180636858056213,0.37449929118156433
stagev3_0027,p01,182.12634230212353,70.21574867277992,0.40744148166023164,0.03900874926265551,0.5754977464675903
stagev3_0027,p02,280.4283904440154,1334.0992247828185,0.627356578174531,0.7411662359904547,0.5641524791717529
stagev3_0027,p03,224.25579150579148,997.0636311534748,0.5016908087377886,0.5539242395297083,0.38934436440467834
stagev3_0027,p04,224.25579150579148,758.3300856660231,0.5016908087377886,0.4212944920366795,0.38236117362976074
stagev3_0028,p01,223.83964768339766,1253.091849662162,0.6661894276291597,0.709967053632953,0.5836012363433838
stagev3_0028,p02,265.1503680019305,881.2953667953667,0.7891380000057454,0.4993174882693296,0.47835230827331543
stagev3_0028,p03,168.75868725868725,13.770240106177605,0.502257997793712,0.007801835754208275,0.43097466230392456
stagev3_0028,p04,168.75868725868725,0.0,0.502257997793712,0.0,0.43097466230392456
stagev3_0028,p05,251.38012789575288,1074.0787282818533,0.7481551425468835,0.6085431888282454,0.37429043650627136
stagev3_0030,p01,218.0260617760618,958.1155284749035,0.4989154731717661,0.5305180113371558,0.5994993448257446
stagev3_0030,p02,218.0260617760618,70.44967121138997,0.4989154731717661,0.03900867730420264,0.4083411693572998
stagev3_0030,p03,316.65560147200773,845.3960545366796,0.7246123603478438,0.46810412765043163,0.400496244430542
stagev3_0030,p04,260.29586450289577,267.7087506032819,0.5956427105329423,0.14823297375597003,0.37868741154670715
stagev3_0030,p05,260.29586450289577,662.2269093870657,0.5956427105329423,0.3666815666595048,0.3542551100254059
