epoch,global_step,train_loss,validation_loss,validation_pseudo_label_f1,elapsed_seconds
26,1196,0.2992889667334764,0.2934231029616462,0.554973294679177,36.578569412231445
27,1242,0.2974526814144591,0.2994896123806636,0.5812974607092255,37.915854930877686
28,1288,0.3010029854333919,0.2997206764088737,0.5383629442452972,39.168885707855225
29,1334,0.2936062793368879,0.2937207801474465,0.5892760833937304,40.403523445129395
30,1380,0.29038401077622955,0.29036180343892837,0.5907350819115526,41.62081027030945
31,1426,0.2891543646869452,0.29442695611053044,0.5860467435294426,42.96560072898865
32,1472,0.2909661693417508,0.2922804372178184,0.58581969261035,44.21354603767395
33,1518,0.29026852742485376,0.29772893918885124,0.5684505037446214,45.4258337020874
34,1564,0.2863436208471008,0.2911193304591709,0.5836738424973719,46.6466600894928
35,1610,0.2885560024043788,0.2946698202027215,0.5912691883280119,47.853909492492676
36,1656,0.2853247675558795,0.2924411826663547,0.5797512944571768,49.08383512496948
37,1702,0.28720959211173264,0.292556032538414,0.5724683812919107,50.30912637710571
38,1748,0.28826943039894104,0.29671066171593136,0.5956517722953709,51.53026604652405
39,1794,0.2858856087145598,0.285474161307017,0.5901833460656991,52.768588066101074
40,1840,0.28884141244318173,0.2937028590175841,0.5753096144532132,54.0987606048584
41,1886,0.28570374392944836,0.2942502266830868,0.5978068500127324,55.33050584793091
42,1932,0.2890610267286715,0.2851144042279985,0.5737448009506834,56.55871510505676
43,1978,0.2854925850811212,0.287667711575826,0.5954646564508157,57.896689653396606
44,2024,0.28024621243062225,0.2901189708047443,0.5994265538383187,59.13466262817383
45,2070,0.2799989124355109,0.2893872145149443,0.5850420821009057,60.38473892211914
46,2116,0.28174406678780267,0.2880050506856706,0.589092525121937,61.62255382537842
47,2162,0.28427385150090506,0.2874454855918884,0.5969239094239095,62.84791874885559
48,2208,0.2808469022097795,0.2971011483007007,0.6000584094874752,64.07872080802917
49,2254,0.27890230682880984,0.2915874438153373,0.6049795936474137,65.31220698356628
50,2300,0.2779566703931145,0.2873018566105101,0.593089508530685,66.54072856903076
51,2346,0.2798049871040427,0.29136326412359875,0.5867532121857382,67.7786180973053
52,2392,0.2727778706213702,0.28980834285418194,0.6094601188891847,69.01764822006226
53,2438,0.2821513524521952,0.28449777762095135,0.6015056022408963,70.26968145370483
54,2484,0.27812680634467496,0.28563375771045685,0.5994051267840196,71.57530236244202
55,2530,0.27481023384177167,0.2898355904552672,0.6079898763289767,72.81198382377625
56,2576,0.27705512778914493,0.2854643662770589,0.6016863759078293,74.07653951644897
57,2622,0.2737813744208087,0.289489198062155,0.6016410924715423,75.29414820671082
58,2668,0.2725031395321307,0.28623830444282955,0.605040250022949,76.53891777992249
59,2714,0.2765992555929267,0.2865965995523665,0.5878836465341656,77.77891111373901
60,2760,0.2744535126763841,0.29106026391188305,0.5950122733859758,79.02201557159424
61,2806,0.27396210930917575,0.29025006459818947,0.5984213786981954,80.26920223236084
62,2852,0.2742535786136337,0.2918361590968238,0.6026780934721201,81.49022006988525
63,2898,0.26963868963977566,0.29582161870267654,0.6100319519004641,82.72461676597595
64,2944,0.27216844293086423,0.2924426512585746,0.5934202667766681,83.99565577507019
65,2990,0.2740818323648494,0.290080264210701,0.6027086523626316,85.23602962493896
66,3036,0.26864531020755356,0.2903776549630695,0.6033648589011911,86.48470377922058
67,3082,0.270338032880555,0.28944001264042324,0.6088766097416617,87.73803639411926
68,3128,0.2664978170524473,0.2883942888842689,0.6092383728697697,88.9696638584137
69,3174,0.26765284136585565,0.28558725449774003,0.6010149596654787,90.20533156394958
70,3220,0.27013476484495663,0.29460635119014317,0.5973389643804868,91.45666813850403
71,3266,0.27121529112691467,0.28460994693968034,0.6131111436975579,92.6975724697113
72,3312,0.2668226115081621,0.2905470397737291,0.615313636766924,93.94115352630615
73,3358,0.2654032299052114,0.2897297508186764,0.6011627549689834,95.16807913780212
74,3404,0.2665547851635062,0.2907497353023953,0.6041161020832301,96.48050713539124
75,3450,0.26586638812137686,0.2870889984899097,0.6068869327519846,97.73454117774963
76,3496,0.2651011299179948,0.29103152950604755,0.6082763591049878,98.97241997718811
77,3542,0.26628670873849286,0.29129375848505235,0.6100307756449626,100.22186040878296
78,3588,0.2650894992377447,0.2894265949726105,0.6154713318208129,101.46311902999878
79,3634,0.26454912158458127,0.29117296636104584,0.5987001032416257,102.74067783355713
80,3680,0.2646624769853509,0.2922690858443578,0.615030015159773,104.0053198337555
