split,new_split_role,source_frame_id,source_path,source_name,source_relative_path,split_group,acquisition_period,campaign,candidate_index,candidate_orientation,candidate_box_thumbnail,crop_box_full,normalizer_foreground_fraction,output_dhash64_foreground_crop,output_phash64_foreground_crop,nearest_legacy_id,nearest_legacy_dhash_distance,nearest_legacy_phash_distance,keypoint_labels_used,model_outputs_used_for_selection,quality_tier,background_operation,quality_original_width,quality_original_height,quality_mode,quality_alpha_present,quality_transparent_fraction,quality_white_fraction,quality_border_white_fraction,quality_border_rgb_std,quality_black_fraction,quality_nonwhite_fraction,quality_strict_green_fraction,quality_green_to_nonwhite_ratio,quality_green_components,quality_green_bbox_fraction,quality_green_bbox_touches_border,quality_blur_laplacian_thumbnail,quality_background_class,quality_clean_background_score,quality_significant_green_components,quality_second_to_first_green_area_ratio,quality_secondary_to_first_green_area_ratio,quality_raw_green_pixels,quality_standardized_green_pixels,quality_green_preservation_ratio,reason
test,test,src_0633,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,062500004.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5,9.7-5.5,扫描仪9.5,9,horizontal,"[66, 565, 351, 653]","[276, 3099, 2226, 4208]",0.01201510989010989,300e000000000040,bf383f109f908fc0,stagev3_0037,12,18,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,1600,910,RGB,0,0.0,0.9863147014604811,0.9943838254172015,11.80311107635498,0.0,0.013363133591065291,0.012155015034364261,0.9095931692616777,4,0.25612113402061853,1,95.04865742444875,white_removed_candidate,8.258589,4,0.0878482430351393,0.22322553548929022,57862,17475,0.3020116829698248,shoot_touches_crop_border;significant_disconnected_shoot_or_second_seedling;shoot_structure_lost_during_standardization
test,test,src_0633,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,062500004.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5,9.7-5.5,扫描仪9.5,7,horizontal,"[67, 462, 257, 521]","[317, 2576, 1626, 3321]",0.0291713024441015,0600006018070908,bb94c3699c4f61b0,stagev3_0070,13,16,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,1309,745,RGB,0,0.0,0.9669176868556701,0.9921908429610612,12.25390625,0.0,0.03219635953608247,0.028236415378006873,0.8770064623723162,2,0.4752671284364261,1,167.14383192406206,white_removed_candidate,8.214312,2,0.012158718602111394,0.012158718602111394,38220,27804,0.7274725274725274,shoot_touches_crop_border
test,test,src_0633,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,062500004.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5,9.7-5.5,扫描仪9.5,1,horizontal,"[0, 105, 830, 130]","[0, 533, 5087, 876]",0.0,0000000000000000,8000000000000000,stagev3_0019,11,31,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,1600,108,RGB,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1,0.0,white_removed_candidate,2.5,0,1.0,1.0,13343,0,0.0,green_fraction_too_small;shoot_touches_crop_border;blur_below_threshold;foreground_bbox_too_large;significant_disconnected_shoot_or_second_seedling;shoot_structure_lost_during_standardization
test,test,src_0624,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.18-5.16\062500026.tif,062500026.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.18-5.16\062500026.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.18-5.16,9.18-5.16,扫描仪9.5,1,horizontal,"[245, 280, 653, 391]","[1298, 1313, 4089, 2712]",0.027571695760598505,40402010011b6080,fb87876bc09c6843,stagev3_0001,8,12,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,1600,802,RGB,0,0.0,0.9671768604085603,1.0,0.0,0.0,0.03167558365758755,0.025481821498054474,0.8044625719769674,3,0.3365834751945525,0,324.6696406857977,white_removed_candidate,8.934354,2,0.08854864433811802,0.08854864433811802,61175,34126,0.5578422558234573,significant_disconnected_shoot_or_second_seedling
test,test,src_0624,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.18-5.16\062500026.tif,062500026.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.18-5.16\062500026.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.18-5.16,9.18-5.16,扫描仪9.5,2,horizontal,"[138, 689, 678, 887]","[601, 3480, 4294, 5975]",0.020990980573543015,0c0180c040201801,ea6662b527b19493,stagev3_0069,16,18,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,1600,1081,RGB,0,0.0,0.9741013367052023,1.0,0.0,0.0,0.02495597001445087,0.01821035043352601,0.7296991630852747,11,0.5107478323699421,0,341.75461750361274,white_removed_candidate,8.948203,2,0.9350436681222707,0.9350436681222707,61571,35462,0.5759529648698251,significant_disconnected_shoot_or_second_seedling
test,test,src_0624,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.18-5.16\062500026.tif,062500026.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.18-5.16\062500026.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.18-5.16,9.18-5.16,扫描仪9.5,3,horizontal,"[166, 1096, 620, 1303]","[805, 5892, 3910, 8387]",0.021931862363919127,30004020100d5ec0,be988762983ee299,stagev3_0010,14,18,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,1600,1286,RGB,0,0.0,0.9742064244538835,0.9966367713004485,8.408170700073242,0.0,0.024997155643203883,0.019469622269417477,0.7788735065427651,6,0.6286739608616505,1,269.1604548955752,white_removed_candidate,8.240005,3,0.0324734075070302,0.03330480498838489,59255,42257,0.7131381318032234,shoot_touches_crop_border
test,test,src_0401,D:\kp\数据集图片\..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100094.tif,100094.tif,..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100094.tif,scanner_directory::..秧苗素质-扫描系统采集\传感器a1-b4 苗\a2-10-土-0417\0511,0511,传感器a1-b4 苗,7,horizontal,"[114, 808, 293, 830]","[600, 4751, 1842, 5076]",0.0031116065898674594,161f3f5f27070303,bfa5c05a83c09f4b,stagev3_0028,13,28,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,1242,325,RGB,0,0.0,0.9961957789179104,1.0,0.0,0.0,0.00378964552238806,0.0031920475746268656,0.8423076923076922,1,0.0037313432835820895,0,18.287255130597014,white_removed_candidate,7.192392,1,0.0,0.0,40500,1258,0.03106172839506173,blur_below_threshold;shoot_structure_lost_during_standardization
test,test,src_0401,D:\kp\数据集图片\..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100094.tif,100094.tif,..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100094.tif,scanner_directory::..秧苗素质-扫描系统采集\传感器a1-b4 苗\a2-10-土-0417\0511,0511,传感器a1-b4 苗,5,horizontal,"[107, 519, 655, 603]","[411, 2836, 4161, 3895]",0.012251106194690265,80406030180c0300,bb954f219068b65b,stagev3_0026,7,16,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,1600,452,RGB,0,0.0,0.9834321120689655,1.0,0.0,0.0,0.015853987068965517,0.012634698275862069,0.7969413763806287,3,0.24339978448275862,0,188.64849137931034,white_removed_candidate,8.966864,3,0.8281660535995796,1.3102995270625328,37920,8793,0.23188291139240505,significant_disconnected_shoot_or_second_seedling;shoot_structure_lost_during_standardization
test,test,src_0401,D:\kp\数据集图片\..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100094.tif,100094.tif,..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100094.tif,scanner_directory::..秧苗素质-扫描系统采集\传感器a1-b4 苗\a2-10-土-0417\0511,0511,传感器a1-b4 苗,4,horizontal,"[124, 344, 727, 493]","[490, 1572, 4616, 3450]",0.027969608516483516,2b61380e02001008,bf1e1ac9e0f0b489,stagev3_0092,16,18,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,1600,728,RGB,0,0.0,0.9657909737124464,0.9997707473635947,0.21950912475585938,0.0,0.03316121244635193,0.02705036212446352,0.8157229524772498,10,0.516362660944206,0,315.94838049892707,white_removed_candidate,8.931009,8,0.8539868829823956,2.716028075020136,72714,32296,0.44415105756800616,significant_disconnected_shoot_or_second_seedling
test,test,src_0401,D:\kp\数据集图片\..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100094.tif,100094.tif,..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100094.tif,scanner_directory::..秧苗素质-扫描系统采集\传感器a1-b4 苗\a2-10-土-0417\0511,0511,传感器a1-b4 苗,12,vertical,"[788, 1166, 834, 1386]","[4576, 6902, 5100, 8315]",0.0005861601378691863,0607072b17032313,ae84c4cacb1b1bb5,stagev3_0092,18,26,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,524,1413,RGB,0,0.0,0.9992701480263158,0.9935313411078717,17.112085342407227,0.0002467105263157895,0.0007195723684210526,0.0,0.0,0,1.0,1,11.182421874577315,white_removed_candidate,2.479079,0,1.0,1.0,20725,0,0.0,green_fraction_too_small;shoot_touches_crop_border;blur_below_threshold;foreground_bbox_too_large;significant_disconnected_shoot_or_second_seedling;shoot_structure_lost_during_standardization
test,test,src_0401,D:\kp\数据集图片\..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100094.tif,100094.tif,..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100094.tif,scanner_directory::..秧苗素质-扫描系统采集\传感器a1-b4 苗\a2-10-土-0417\0511,0511,传感器a1-b4 苗,2,horizontal,"[113, 193, 706, 261]","[428, 933, 4486, 1791]",0.0536094674556213,040e2a3673010000,be24c3cb3d34e0c5,stagev3_0047,17,20,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,1600,338,RGB,0,0.0,0.9352575231481481,1.0,0.0,0.0,0.06224681712962963,0.04128689236111111,0.6632771644392795,5,0.3748372395833333,0,588.2489510995371,white_removed_candidate,8.870515,3,0.9282911441101793,0.9294452565976764,28845,25077,0.8693707748309932,significant_disconnected_shoot_or_second_seedling
test,test,src_0401,D:\kp\数据集图片\..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100094.tif,100094.tif,..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100094.tif,scanner_directory::..秧苗素质-扫描系统采集\传感器a1-b4 苗\a2-10-土-0417\0511,0511,传感器a1-b4 苗,11,horizontal,"[32, 1166, 550, 1199]","[0, 6886, 3518, 7303]",0.10349013157894738,181b5e46c4840404,bb3bf8c0c587a42c,stagev3_0048,15,14,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,1600,190,RGB,0,0.0,0.8791303790983607,1.0,0.0,0.0,0.11677126024590163,0.08875512295081968,0.7600767754318619,2,0.40855532786885246,0,865.4195696721312,white_removed_candidate,8.758261,2,0.41403059969498696,0.41403059969498696,33476,28743,0.8586151272553472,significant_disconnected_shoot_or_second_seedling
test,test,src_0401,D:\kp\数据集图片\..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100094.tif,100094.tif,..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100094.tif,scanner_directory::..秧苗素质-扫描系统采集\传感器a1-b4 苗\a2-10-土-0417\0511,0511,传感器a1-b4 苗,8,horizontal,"[454, 809, 748, 851]","[2600, 4714, 4612, 5244]",0.05585065320665083,10180c0304b83060,bee39998ce1ca286,stagev3_0089,12,14,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,1600,421,RGB,0,0.0,0.9356192129629629,0.9976452119309263,5.00935173034668,0.0,0.06316550925925926,0.05286458333333333,0.836921667430142,4,0.37592592592592594,0,351.3681132375458,white_removed_candidate,8.865351,2,0.9184489202657807,0.9184489202657807,51793,36957,0.7135520244048423,significant_disconnected_shoot_or_second_seedling
test,test,src_0401,D:\kp\数据集图片\..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100094.tif,100094.tif,..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100094.tif,scanner_directory::..秧苗素质-扫描系统采集\传感器a1-b4 苗\a2-10-土-0417\0511,0511,传感器a1-b4 苗,1,horizontal,"[60, 85, 850, 119]","[28, 397, 5100, 827]",0.002614889705882353,03038383030b4919,efc5943a9272c41e,stagev3_0024,15,26,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,1600,136,RGB,0,0.0,0.9963156960227273,1.0,0.0,0.00044389204545454544,0.003329190340909091,0.0,0.0,0,1.0,1,95.60502485795455,white_removed_candidate,2.486713,2,0.8333333333333334,0.8333333333333334,15712,77,0.00490071283095723,green_fraction_too_small;shoot_touches_crop_border;foreground_bbox_too_large;significant_disconnected_shoot_or_second_seedling;shoot_structure_lost_during_standardization
test,test,src_0401,D:\kp\数据集图片\..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100094.tif,100094.tif,..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100094.tif,scanner_directory::..秧苗素质-扫描系统采集\传感器a1-b4 苗\a2-10-土-0417\0511,0511,传感器a1-b4 苗,13,horizontal,"[0, 1366, 850, 1386]","[0, 8099, 5100, 8315]",0.0,0000000000000000,8000000000000000,stagev3_0019,11,31,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,1600,68,RGB,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1,0.0,white_removed_candidate,2.5,0,1.0,1.0,12068,0,0.0,green_fraction_too_small;shoot_touches_crop_border;blur_below_threshold;foreground_bbox_too_large;significant_disconnected_shoot_or_second_seedling;shoot_structure_lost_during_standardization
test,test,src_0628,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.19-5.17\062500032.tif,062500032.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.19-5.17\062500032.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.19-5.17,9.19-5.17,扫描仪9.5,6,vertical,"[0, 1321, 42, 1398]","[0, 7841, 391, 8387]",0.0,0000000000000000,8000000000000000,stagev3_0019,11,31,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,391,546,RGB,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1,0.0,white_removed_candidate,2.5,0,1.0,1.0,6489,0,0.0,green_fraction_too_small;shoot_touches_crop_border;blur_below_threshold;foreground_bbox_too_large;significant_disconnected_shoot_or_second_seedling;shoot_structure_lost_during_standardization
test,test,src_0628,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.19-5.17\062500032.tif,062500032.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.19-5.17\062500032.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.19-5.17,9.19-5.17,扫描仪9.5,7,horizontal,"[0, 1376, 848, 1398]","[0, 8159, 5087, 8387]",0.0,0000000000000000,8000000000000000,stagev3_0019,11,31,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,1600,72,RGB,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1,0.0,white_removed_candidate,2.5,0,1.0,1.0,16565,0,0.0,green_fraction_too_small;shoot_touches_crop_border;blur_below_threshold;foreground_bbox_too_large;significant_disconnected_shoot_or_second_seedling;shoot_structure_lost_during_standardization
test,test,src_0628,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.19-5.17\062500032.tif,062500032.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.19-5.17\062500032.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.19-5.17,9.19-5.17,扫描仪9.5,4,horizontal,"[99, 732, 622, 942]","[374, 3698, 3951, 6345]",0.021040962837837837,1820403019640808,bb988471728d8f63,stagev3_0006,15,20,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,1600,1184,RGB,0,0.0,0.9735323218997362,0.991831204026326,12.60748291015625,0.0,0.025323631266490766,0.015207577506596306,0.6005291005291005,6,0.830078125,1,378.8176171713523,white_removed_candidate,8.226643,5,0.09156619187900507,0.16193397515716584,53328,38259,0.7174279927992799,shoot_touches_crop_border;foreground_bbox_too_large;significant_disconnected_shoot_or_second_seedling
