dataset_id,split,new_split_role,source_frame_id,source_path,source_name,source_relative_path,split_group,acquisition_period,campaign,candidate_index,candidate_orientation,candidate_box_thumbnail,crop_box_full,normalizer_foreground_fraction,output_dhash64_foreground_crop,output_phash64_foreground_crop,nearest_legacy_id,nearest_legacy_dhash_distance,nearest_legacy_phash_distance,keypoint_labels_used,model_outputs_used_for_selection,quality_tier,background_operation,data_role,stage_label,stage_label_source,output_path,relative_path,raw_review_path,output_sha256,manual_quality_review,manual_stage_review,manual_note,quality_original_width,quality_original_height,quality_mode,quality_alpha_present,quality_transparent_fraction,quality_white_fraction,quality_border_white_fraction,quality_border_rgb_std,quality_black_fraction,quality_nonwhite_fraction,quality_strict_green_fraction,quality_green_to_nonwhite_ratio,quality_green_components,quality_green_bbox_fraction,quality_green_bbox_touches_border,quality_blur_laplacian_thumbnail,quality_background_class,quality_clean_background_score,quality_significant_green_components,quality_second_to_first_green_area_ratio,quality_secondary_to_first_green_area_ratio,quality_raw_green_pixels,quality_standardized_green_pixels,quality_green_preservation_ratio,source_crop_box_fullplant,shoot_only_path,shoot_mask_path,seed_base_root_mask_path,full_plant_mask_path,whole_seedling_preserved,normalization_version,shoot_fraction,root_base_fraction,fullplant_fraction,nonshoot_to_shoot_area_ratio,estimated_major_length_work,estimated_base_x_work,estimated_base_y_work,scanner_line_support_fraction,normalization_padding_pixels,fullplant_quality_original_width,fullplant_quality_original_height,fullplant_quality_mode,fullplant_quality_alpha_present,fullplant_quality_transparent_fraction,fullplant_quality_white_fraction,fullplant_quality_border_white_fraction,fullplant_quality_border_rgb_std,fullplant_quality_black_fraction,fullplant_quality_nonwhite_fraction,fullplant_quality_strict_green_fraction,fullplant_quality_green_to_nonwhite_ratio,fullplant_quality_green_components,fullplant_quality_green_bbox_fraction,fullplant_quality_green_bbox_touches_border,fullplant_quality_blur_laplacian_thumbnail,fullplant_quality_background_class,fullplant_quality_clean_background_score
v4_legacy_0065,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (21).jpg,leaf3 (21).jpg,images\auxiliary\stagev3_0066.png,legacy_v3::images400::leaf3 (21),legacy_v3,legacy_v3,,legacy,,,0.0554998617256637,0000030618101818,,stagev3_0066,0,0,0,0,A_native_white_standardized,shoot_only_standardization_native_white,legacy_v3_development_train_only,gt2,filename_leaf3,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\images\train\v4_legacy_0065.png,images\train\v4_legacy_0065.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\train\v4_legacy_0065.jpg,263adda2d794695daa7273fa4cbb3ba95bad2e38880323708b20ee146983aa92,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 226, 1024]",D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_candidate\images\train\v4_legacy_0065.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\shoot\train\v4_legacy_0065.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\seed_base_root\train\v4_legacy_0065.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\full_plant\train\v4_legacy_0065.png,1,v4_fullplant_classical_pixel_v2,0.05654988246681416,0.003949460730088496,0.061095651272123894,0.0698402995338886,744.7447486051167,97.2011870411791,888.4574421320019,0.0068143321349557525,8,242,1040,RGB,0,0.0,0.9378774947478992,1.0,0.05665663257241249,0.0,0.06016938025210084,0.04374015231092437,0.726950354609929,2,0.4112394957983193,0,496.632418592437,white_removed_candidate,8.875755
v4_legacy_0066,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (81).jpg,leaf3 (81).jpg,images\auxiliary\stagev3_0067.png,legacy_v3::images400::leaf3 (81),legacy_v3,legacy_v3,,legacy,,,0.0503445757113821,406030110d3460c0,,stagev3_0067,0,0,0,0,A_native_white_standardized,shoot_only_standardization_native_white,legacy_v3_development_train_only,gt2,filename_leaf3,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\images\train\v4_legacy_0066.png,images\train\v4_legacy_0066.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\train\v4_legacy_0066.jpg,78b2838060aa884bafc6b870970e9bb1ce1d1c6df3a05c41a675bb814888ecd5,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 1024, 369]",D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_candidate\images\train\v4_legacy_0066.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\shoot\train\v4_legacy_0066.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\seed_base_root\train\v4_legacy_0066.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\full_plant\train\v4_legacy_0066.png,1,v4_fullplant_classical_pixel_v2,0.05801416412601626,0.000494897527100271,0.05880282435636856,0.008530632726609188,725.5820210859845,765.9936187920455,201.96615853879445,0.03236682757452575,9,1042,387,RGB,0,0.0,0.9380037006578947,1.0,0.0,0.0,0.05988898026315789,0.03311060855263158,0.5528664606934433,1,0.30513980263157897,0,205.62142269736842,white_removed_candidate,8.876007
v4_legacy_0067,train,legacy_v3_development,,D:\kp\数据集图片\images\35-35.jpg,35-35.jpg,images\auxiliary\stagev3_0068.png,legacy_v3::images400::35-35,legacy_v3,legacy_v3,,legacy,,,0.0249278846153846,601806010103060c,,stagev3_0068,0,0,0,0,A_native_white_standardized,shoot_only_standardization_native_white,legacy_v3_development_train_only,unknown,not_assigned,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\images\train\v4_legacy_0067.png,images\train\v4_legacy_0067.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\train\v4_legacy_0067.jpg,50c92aac80fc7b0ec28ad1f6e37854c6f6d69d7ba8823f7c3bd1de65dc27af02,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 325, 1024]",D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_candidate\images\train\v4_legacy_0067.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\shoot\train\v4_legacy_0067.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\seed_base_root\train\v4_legacy_0067.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\full_plant\train\v4_legacy_0067.png,1,v4_fullplant_classical_pixel_v2,0.027286658653846153,0.002512019230769231,0.030703125,0.09206034577689681,893.5290911404428,202.96164289108086,952.8287383730799,0.0,8,341,1040,RGB,0,0.0,0.9670875186011905,1.0,0.0,0.0,0.030378069196428572,0.015113467261904762,0.4975124378109453,4,0.32852027529761907,0,233.06628999255952,white_removed_candidate,8.743311
v4_legacy_0068,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (51).jpg,leaf3 (51).jpg,images\auxiliary\stagev3_0069.png,legacy_v3::images400::leaf3 (51),legacy_v3,legacy_v3,,legacy,,,0.0243496192893401,180b102040408080,,stagev3_0069,0,0,0,0,A_native_white_standardized,shoot_only_standardization_native_white,legacy_v3_development_train_only,gt2,filename_leaf3,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\images\train\v4_legacy_0068.png,images\train\v4_legacy_0068.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\train\v4_legacy_0068.jpg,fe1468850a49ab3302c7c7bd57c539437f3cb207affbb636580a60295740f448,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 1024, 394]",D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_candidate\images\train\v4_legacy_0068.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\shoot\train\v4_legacy_0068.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\seed_base_root\train\v4_legacy_0068.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\full_plant\train\v4_legacy_0068.png,1,v4_fullplant_classical_pixel_v2,0.02713307027284264,0.0019407320748730964,0.02995865720177665,0.07152644560153466,820.0214589923304,896.7051999381733,116.99688506078691,0.0070119170368020305,10,1044,414,RGB,0,0.0,0.9679899168719212,1.0,0.0,0.0,0.03124037869458128,0.014335745073891626,0.4588851247305205,4,0.06566540948275862,0,351.34163331280786,white_removed_candidate,8.604653
v4_legacy_0069,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (88).jpg,leaf3 (88).jpg,images\auxiliary\stagev3_0070.png,legacy_v3::images400::leaf3 (88),legacy_v3,legacy_v3,,legacy,,,0.0318524477293165,80c04020180b1120,,stagev3_0070,0,0,0,0,A_native_white_standardized,shoot_only_standardization_native_white,legacy_v3_development_train_only,gt2,filename_leaf3,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\images\train\v4_legacy_0069.png,images\train\v4_legacy_0069.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\train\v4_legacy_0069.jpg,bd9d43ec06216100da5342125b8231e616804cee4d6f3e6d9a494bdc8efaa017,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 1024, 556]",D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_candidate\images\train\v4_legacy_0069.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\shoot\train\v4_legacy_0069.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\seed_base_root\train\v4_legacy_0069.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\full_plant\train\v4_legacy_0069.png,1,v4_fullplant_classical_pixel_v2,0.03704614433453238,0.006440745840827338,0.04454951663669065,0.17385738668689552,806.6106818026832,783.9424126171423,458.47893482336235,0.010833520683453238,14,1052,584,RGB,0,0.0,0.9530493507922535,1.0,0.0,0.0,0.04493562940140845,0.014889139524647887,0.3313437404346495,7,0.39200044014084506,0,170.38410541373239,white_removed_candidate,8.110985
v4_legacy_0070,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (19).jpg,leaf3 (19).jpg,images\auxiliary\stagev3_0071.png,legacy_v3::images400::leaf3 (19),legacy_v3,legacy_v3,,legacy,,,0.0389876038768981,60301b11206040c0,,stagev3_0071,0,0,0,0,A_native_white_standardized,shoot_only_standardization_native_white,legacy_v3_development_train_only,gt2,filename_leaf3,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\images\train\v4_legacy_0070.png,images\train\v4_legacy_0070.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\train\v4_legacy_0070.jpg,b45da580bb57ca7cfa035d100dd1a554e1704fdb96cc72526a29208f09dd22cc,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 1023, 389]",D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_candidate\images\train\v4_legacy_0070.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\shoot\train\v4_legacy_0070.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\seed_base_root\train\v4_legacy_0070.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\full_plant\train\v4_legacy_0070.png,1,v4_fullplant_classical_pixel_v2,0.03716072743355271,0.004467931659241055,0.04209605801777624,0.1202326210440898,690.6620326330323,750.1416143740498,153.08666958759892,0.0028496257039253973,10,1043,409,RGB,0,0.0,0.9563316231343284,1.0,0.0,0.0,0.04221082089552239,0.029947916666666668,0.7094843462246777,3,0.306630907960199,0,374.53066697761193,white_removed_candidate,8.912663
v4_legacy_0071,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (62).jpg,leaf3 (62).jpg,images\auxiliary\stagev3_0072.png,legacy_v3::images400::leaf3 (62),legacy_v3,legacy_v3,,legacy,,,0.0299039909638554,14141111373e3820,,stagev3_0072,0,0,0,0,A_native_white_standardized,shoot_only_standardization_native_white,legacy_v3_development_train_only,gt2,filename_leaf3,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\images\train\v4_legacy_0071.png,images\train\v4_legacy_0071.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\train\v4_legacy_0071.jpg,423aa33829f864923cb92a9700065ce0ee251e914094d03d32a03c058306bcdf,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 1024, 415]",D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_candidate\images\train\v4_legacy_0071.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\shoot\train\v4_legacy_0071.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\seed_base_root\train\v4_legacy_0071.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\full_plant\train\v4_legacy_0071.png,1,v4_fullplant_classical_pixel_v2,0.034222044427710846,0.006553557981927711,0.04156861822289157,0.19150106580485457,624.0656861265996,773.8071789374146,239.30943948757064,0.16290945030120482,10,1044,435,RGB,0,0.0,0.9544729313380281,1.0,0.0,0.0,0.04341806044600939,0.01972381161971831,0.4542766631467793,3,0.08665272887323944,0,211.7136700410798,white_removed_candidate,8.560861
v4_legacy_0072,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (58).jpg,leaf3 (58).jpg,images\auxiliary\stagev3_0073.png,legacy_v3::images400::leaf3 (58),legacy_v3,legacy_v3,,legacy,,,0.0490410987367021,341119206040c080,,stagev3_0073,0,0,0,0,A_native_white_standardized,shoot_only_standardization_native_white,legacy_v3_development_train_only,gt2,filename_leaf3,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\images\train\v4_legacy_0072.png,images\train\v4_legacy_0072.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\train\v4_legacy_0072.jpg,fae331e7c5d993c4b817d43ee1d29dc7c0cc241545bdc7840f3b5936d91ac629,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 1024, 376]",D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_candidate\images\train\v4_legacy_0072.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\shoot\train\v4_legacy_0072.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\seed_base_root\train\v4_legacy_0072.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\full_plant\train\v4_legacy_0072.png,1,v4_fullplant_classical_pixel_v2,0.057726271609042555,0.004529587765957447,0.06288439162234043,0.0784666606676865,773.6896022545318,796.7522386825094,44.48228223407254,0.03902094414893617,9,1042,394,RGB,0,0.0,0.9327379993556701,1.0,0.0,0.0,0.06454373389175258,0.029296875,0.4539073467477772,1,0.5052351804123711,0,244.34862274484536,white_removed_candidate,8.516048
v4_legacy_0073,train,legacy_v3_development,,D:\kp\数据集图片\images\18.jpg,18.jpg,images\auxiliary\stagev3_0074.png,legacy_v3::images400::18,legacy_v3,legacy_v3,,legacy,,,0.0263532002766927,082c07316040c080,,stagev3_0074,0,0,0,0,A_native_white_standardized,shoot_only_standardization_native_white,legacy_v3_development_train_only,unknown,not_assigned,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\images\train\v4_legacy_0073.png,images\train\v4_legacy_0073.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\train\v4_legacy_0073.jpg,8d0665a6b2b31557b910085c61e4cd70949cf1427d19c66483c947225c06af86,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 1024, 768]",D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_candidate\images\train\v4_legacy_0073.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\shoot\train\v4_legacy_0073.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\seed_base_root\train\v4_legacy_0073.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\full_plant\train\v4_legacy_0073.png,1,v4_fullplant_classical_pixel_v2,0.029200236002604168,0.0010935465494791667,0.030811309814453125,0.03744992161644313,669.358318744311,874.2764548759245,383.78505580794183,0.09903208414713542,19,1062,806,RGB,0,0.0,0.9673140263496144,1.0,0.0,0.0002962323264781491,0.031671754498714656,0.016423321015424163,0.5185478757133798,2,0.1565763576478149,0,201.86277916131107,white_removed_candidate,8.816307
v4_legacy_0074,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (69).jpg,leaf3 (69).jpg,images\auxiliary\stagev3_0075.png,legacy_v3::images400::leaf3 (69),legacy_v3,legacy_v3,,legacy,,,0.0539267666610599,04190f18103060c0,,stagev3_0075,0,0,0,0,A_native_white_standardized,shoot_only_standardization_native_white,legacy_v3_development_train_only,gt2,filename_leaf3,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\images\train\v4_legacy_0074.png,images\train\v4_legacy_0074.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\train\v4_legacy_0074.jpg,42c3f622f60b661c22e706471f69870c806435618485ca0442491833bdad23c7,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 1023, 401]",D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_candidate\images\train\v4_legacy_0074.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\shoot\train\v4_legacy_0074.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\seed_base_root\train\v4_legacy_0074.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\full_plant\train\v4_legacy_0074.png,1,v4_fullplant_classical_pixel_v2,0.060830328869907344,0.007532488427026276,0.06969136299037353,0.12382784323154604,824.1628597909958,856.1346401851376,95.61804456305026,0.03732847743788135,10,1043,421,RGB,0,0.0,0.9275739734299517,1.0,0.0,0.0,0.06985016606280194,0.03526003925120773,0.5047953532351749,1,0.37707578502415456,0,252.03325030193236,white_removed_candidate,8.690767
v4_legacy_0075,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (91).jpg,leaf3 (91).jpg,images\auxiliary\stagev3_0076.png,legacy_v3::images400::leaf3 (91),legacy_v3,legacy_v3,,legacy,,,0.0377851113505747,8040603a050d0818,,stagev3_0076,0,0,0,0,A_native_white_standardized,shoot_only_standardization_native_white,legacy_v3_development_train_only,gt2,filename_leaf3,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\images\train\v4_legacy_0075.png,images\train\v4_legacy_0075.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\train\v4_legacy_0075.jpg,e670eb8ba36bc5d60649c68e0d6bb0a5ca5535ab2e7a65b47afe75f5275e2fc3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 1024, 435]",D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_candidate\images\train\v4_legacy_0075.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\shoot\train\v4_legacy_0075.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\seed_base_root\train\v4_legacy_0075.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\full_plant\train\v4_legacy_0075.png,1,v4_fullplant_classical_pixel_v2,0.041749730603448276,0.005621408045977012,0.04794585129310345,0.13464537290960907,786.2596642384586,833.6265769649626,181.63045022488427,0.08241963002873563,11,1046,457,RGB,0,0.0,0.9489222935267857,1.0,0.0,0.0,0.048488071986607144,0.018563406808035716,0.38284481208415755,5,0.24260602678571427,0,185.52882603236608,white_removed_candidate,8.290008
v4_legacy_0076,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (6).jpg,leaf3 (6).jpg,images\auxiliary\stagev3_0077.png,legacy_v3::images400::leaf3 (6),legacy_v3,legacy_v3,,legacy,,,0.0380550580533596,806031131c302060,,stagev3_0077,0,0,0,0,A_native_white_standardized,shoot_only_standardization_native_white,legacy_v3_development_train_only,gt2,filename_leaf3,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\images\train\v4_legacy_0076.png,images\train\v4_legacy_0076.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\train\v4_legacy_0076.jpg,20a70790f8cb69b6b6fe010b506946e1685e5fba09283be5fa2afd7346b23af9,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 1024, 253]",D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_candidate\images\train\v4_legacy_0076.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\shoot\train\v4_legacy_0076.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\seed_base_root\train\v4_legacy_0076.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\full_plant\train\v4_legacy_0076.png,1,v4_fullplant_classical_pixel_v2,0.03283643157114625,0.004238204051383399,0.03734097084980237,0.12907017750088162,816.1858994910156,889.7752219163488,76.86327531347503,0.0,8,1040,269,RGB,0,0.0,0.9596058238636364,1.0,0.0,0.0,0.037982362689393936,0.022875236742424244,0.6022594468250877,7,0.20072798295454544,0,516.3368252840909,white_removed_candidate,8.919212
v4_legacy_0077,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (54).jpg,leaf3 (54).jpg,images\auxiliary\stagev3_0078.png,legacy_v3::images400::leaf3 (54),legacy_v3,legacy_v3,,legacy,,,0.0248598394373673,80804040201c1104,,stagev3_0078,0,0,0,0,A_native_white_standardized,shoot_only_standardization_native_white,legacy_v3_development_train_only,gt2,filename_leaf3,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\images\train\v4_legacy_0077.png,images\train\v4_legacy_0077.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\train\v4_legacy_0077.jpg,d79b1ea160b4c09f0d0ef7a1197667d95bdc1522ed7f5af3efca0f0baebca3b7,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 1024, 471]",D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_candidate\images\train\v4_legacy_0077.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\shoot\train\v4_legacy_0077.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\seed_base_root\train\v4_legacy_0077.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\full_plant\train\v4_legacy_0077.png,1,v4_fullplant_classical_pixel_v2,0.02650195727176221,0.004474356422505308,0.031975683386411886,0.16883116883116883,886.3104073221216,924.8608009395005,393.1129702072601,0.0,12,1048,495,RGB,0,0.0,0.9663610537190083,1.0,0.0,0.0,0.03237183626033058,0.016238378099173553,0.5016205435053602,3,0.10027924845041322,0,395.74609375,white_removed_candidate,8.756797
