dataset_id,split,new_split_role,relative_path,sha256,dhash64_foreground_crop,phash64_foreground_crop
v4_legacy_0030,train,legacy_v3_development,images\train\v4_legacy_0030.png,ad16930b71266c5581c5e38c9d176dca710dec6040ae30fd50b75ee1ae8fcdb9,707c060e0e070303,ae3799ccd249a466
v4_legacy_0031,train,legacy_v3_development,images\train\v4_legacy_0031.png,f3635a0540bbe1f973e6a162ad32170a1225148690d6b7ea345db8ef7ad481e6,80c04060365e0303,af97c0349c6717c8
v4_legacy_0032,train,legacy_v3_development,images\train\v4_legacy_0032.png,3eb97046ae25aaaca8b2dbc844c59b42f29902b131b240975eeb4181cc81119b,00140b08103020c0,f3638e98a3a6606b
v4_legacy_0033,train,legacy_v3_development,images\train\v4_legacy_0033.png,2902f006c6d8e51cc3bf69cdf83edf50e3d343d32527e40473e03ef2ee3a7195,804060330c181020,f14e99a36458d2b6
v4_legacy_0034,train,legacy_v3_development,images\train\v4_legacy_0034.png,a51093c7198211f521d26ee500f6d9d972c351549e1274aa24bb9dd2c7760c8d,01000103062c1818,eaca92a52d6b5a94
v4_legacy_0035,train,legacy_v3_development,images\train\v4_legacy_0035.png,ec953fa10ed13831cc7b37defd5da2cb4e02894050081d8a6699693ca261f79c,602030181c66c383,e894cb67b14934b9
v4_legacy_0036,train,legacy_v3_development,images\train\v4_legacy_0036.png,d3ed03aa46209ec9c9551b70e3f5ca5b633b366a889601f7ae520a422d1feefb,8080410f306040c0,bb42859c706f4e9c
v4_legacy_0037,train,legacy_v3_development,images\train\v4_legacy_0037.png,ed5546750d22bbcec9b10ec7ff69a80951c690d59afa05d7db1e669a2a3e92ec,3406193020404080,be70609f98919bca
v4_legacy_0038,train,legacy_v3_development,images\train\v4_legacy_0038.png,0ee1aa7eac0b2db932d5ac912a1b6b616e5867e5fe2a5c04ffbd9fa71eee7502,301809346040c080,bb78819d9c606766
v4_legacy_0039,train,legacy_v3_development,images\train\v4_legacy_0039.png,940fa19132d729b87459b733f7d6d20d9d67780096eb40c2e6aa1dae2a896b14,60a030100c336141,be958f66a1db6024
v4_legacy_0040,train,legacy_v3_development,images\train\v4_legacy_0040.png,e6c368aac35a08f5d70aeb727001d619714b76042f74bc87d7cba163784e1b0d,6a1b316160606060,9f7b2185879ec0d8
v4_legacy_0041,train,legacy_v3_development,images\train\v4_legacy_0041.png,fcfdb1943f082c98af41090b5e5085c1de5d48aea4d638fb2f3c5160aa04c0da,40310b18102060c0,bb70879cb1476661
v4_legacy_0042,train,legacy_v3_development,images\train\v4_legacy_0042.png,0219a7d2056a66ed98664edf25b3f19314ac52993951fddad335dccb69b0153f,11090d051f67c080,f6a3db2d30c28f30
v4_legacy_0043,train,legacy_v3_development,images\train\v4_legacy_0043.png,e92b29c5a4f0bc2eab3d8a75596315ecb0847ba0f8fd970877e7018a74643571,081c2d654341c080,ae3491cbcd867a31
v4_legacy_0044,train,legacy_v3_development,images\train\v4_legacy_0044.png,b82fa91ffb74d9ff6da78c8831e15cb85b7572a81fc07b54efad7929b0730a9b,804020300e2140c0,9eb48762b0586cb7
v4_legacy_0045,train,legacy_v3_development,images\train\v4_legacy_0045.png,806e07b0fe02a9fdc9ea16918c4130647741a0fb2cd7bc6f7d6a998cd7d01c6c,6513302040408080,fa786a0f8f869491
v4_legacy_0046,train,legacy_v3_development,images\train\v4_legacy_0046.png,49c1719a74113f09fcdbd51dd5ae9be99d0a746a5921582a65a3597f1d912ea6,20110e3060408080,ba78408f9c94a7a7
v4_legacy_0047,train,legacy_v3_development,images\train\v4_legacy_0047.png,568d5e4327fd730f07c0761cef98fed086319f9378ebf94298dfd49ed7b354d4,183761c50c080808,be38b1b181c34b4f
v4_legacy_0048,train,legacy_v3_development,images\train\v4_legacy_0048.png,e98de8776d6d775239571e68172c8b3fb5141e41ec883ca58af1196c80fd2a81,40300c04070c080e,a68c9306cde3e671
v4_legacy_0049,train,legacy_v3_development,images\train\v4_legacy_0049.png,0707d45490257b8092e528eef27fcc5cc62c8b94537bb4ee7f23d9c71a96f95f,000021b1533d3161,bac1d43d2998f02f
v4_legacy_0050,train,legacy_v3_development,images\train\v4_legacy_0050.png,51ede8cc165d6bcff7481741176a2ec9b486e44ff7ac27af83de4064dc6bc542,4028080906040606,e69b998c4b669165
v4_legacy_0051,train,legacy_v3_development,images\train\v4_legacy_0051.png,365550371ab9962ff16e6481248aa270b6c8e3e54a063ada0b3c17c6871b73d4,741310204040c080,be3c0c8f9e86c2c3
v4_legacy_0052,train,legacy_v3_development,images\train\v4_legacy_0052.png,116f3562167de80a6c61b55f9df1a68dc3634cdc45614a5810f774798dbf722a,140c16336140c080,fa20a5d7c8ad3472
v4_legacy_0053,train,legacy_v3_development,images\train\v4_legacy_0053.png,1090ff27959c66e93443ff6d956eaf7b7632a403d98d8a5a5a6db8c83f4d6a8e,0186502070100808,b94ce3499ed29893
v4_legacy_0054,train,legacy_v3_development,images\train\v4_legacy_0054.png,4ade124e016fb3be9cd366d1b8f5542a6b158cdfa2b08fbd998146da998f3525,c04020305c270901,be95c363b0c06c1f
v4_legacy_0055,train,legacy_v3_development,images\train\v4_legacy_0055.png,ab03f5ac677091f972d8315ab5c72aaa21bd3f58668c49f5125d9b24e9c0cb70,6039102040404040,be3e4b0f8f8581a1
v4_legacy_0056,train,legacy_v3_development,images\train\v4_legacy_0056.png,0ad4e2db598745faaf3266d1fbfd6e82b9f07b0997bbaa12c6e9c3d043e5b5f1,203010180d3b66c0,b8f08c7ee3877842
v4_legacy_0057,train,legacy_v3_development,images\train\v4_legacy_0057.png,039860583aa71ba19420ac5fec703f94a8636a342b59b3b60d048ffb7bcff20b,3060c070171c1808,b38cc3783c9ce370
v4_legacy_0058,train,legacy_v3_development,images\train\v4_legacy_0058.png,910db036a0449e67c727d9d45902b2318dff1d71bf04ffe28c47ab5e493c6310,200c020303060c18,e389b2a4d9d2cca5
v4_legacy_0059,train,legacy_v3_development,images\train\v4_legacy_0059.png,4ede2d26519a463c763eb440740d38a3bd3eb51116540161d20ffccbd9f4db26,c0602031160c1410,be1f83614898a6ed
v4_legacy_0060,train,legacy_v3_development,images\train\v4_legacy_0060.png,23b7bc127e0a6e55064577a6176b8f24d86faa593c5165511f54b0f3cd18b739,080401306040c080,de70c087bdb1634a
v4_legacy_0061,train,legacy_v3_development,images\train\v4_legacy_0061.png,ba50efeb42e166a19529bd7372b18131fa5b973886183798ed10737310e48536,804060180d181020,fa8f856360b88c6e
v4_legacy_0062,train,legacy_v3_development,images\train\v4_legacy_0062.png,a1430923dcc9027a41f5d602e847f9dcf91038e970755531aafe91ee74669651,8071191810103020,b83f8e85c7e16078
v4_legacy_0063,train,legacy_v3_development,images\train\v4_legacy_0063.png,bcc1a3ab9fa9267c49b16e2446f3c3e561507c2596daa705f0e29ed904b35ee8,8060341e316040c0,bb7087ce6023bcd8
v4_legacy_0064,train,legacy_v3_development,images\train\v4_legacy_0064.png,fe8954c5b2bd5bd3be32228c2dfb3654a6e07a38d99295e20c240c6f870d5ccc,140f11306040c080,f370609f9c98d94a
v4_legacy_0065,train,legacy_v3_development,images\train\v4_legacy_0065.png,263adda2d794695daa7273fa4cbb3ba95bad2e38880323708b20ee146983aa92,000103c618101828,f1ced291b425ec19
v4_legacy_0066,train,legacy_v3_development,images\train\v4_legacy_0066.png,78b2838060aa884bafc6b870970e9bb1ce1d1c6df3a05c41a675bb814888ecd5,40203010073460c0,b8bc8f676189b862
v4_legacy_0067,train,legacy_v3_development,images\train\v4_legacy_0067.png,50c92aac80fc7b0ec28ad1f6e37854c6f6d69d7ba8823f7c3bd1de65dc27af02,600806010103060e,ea99b589d24dc926
v4_legacy_0068,train,legacy_v3_development,images\train\v4_legacy_0068.png,fe1468850a49ab3302c7c7bd57c539437f3cb207affbb636580a60295740f448,1003102040408080,eb7861939c9c9495
v4_legacy_0069,train,legacy_v3_development,images\train\v4_legacy_0069.png,bd9d43ec06216100da5342125b8231e616804cee4d6f3e6d9a494bdc8efaa017,80c04020180b1120,fb87c261945aa798
v4_legacy_0070,train,legacy_v3_development,images\train\v4_legacy_0070.png,b45da580bb57ca7cfa035d100dd1a554e1704fdb96cc72526a29208f09dd22cc,6031191120604080,9f78879fc24361b0
v4_legacy_0071,train,legacy_v3_development,images\train\v4_legacy_0071.png,423aa33829f864923cb92a9700065ce0ee251e914094d03d32a03c058306bcdf,2823263b71230202,bf3ce0c21b3b6446
v4_legacy_0072,train,legacy_v3_development,images\train\v4_legacy_0072.png,fae331e7c5d993c4b817d43ee1d29dc7c0cc241545bdc7840f3b5936d91ac629,241710206040c080,be78608f9c948dc3
v4_legacy_0073,train,legacy_v3_development,images\train\v4_legacy_0073.png,8d0665a6b2b31557b910085c61e4cd70949cf1427d19c66483c947225c06af86,101818216341c080,bb38918fce60b1b1
v4_legacy_0074,train,legacy_v3_development,images\train\v4_legacy_0074.png,42c3f622f60b661c22e706471f69870c806435618485ca0442491833bdad23c7,04110d18302060c0,fa62c79c9087a627
v4_legacy_0075,train,legacy_v3_development,images\train\v4_legacy_0075.png,e670eb8ba36bc5d60649c68e0d6bb0a5ca5535ab2e7a65b47afe75f5275e2fc3,8040603009010808,fa9d8162709c4e73
v4_legacy_0076,train,legacy_v3_development,images\train\v4_legacy_0076.png,20a70790f8cb69b6b6fe010b506946e1685e5fba09283be5fa2afd7346b23af9,80c0613116183020,bc0f83e1681e9727
v4_legacy_0077,train,legacy_v3_development,images\train\v4_legacy_0077.png,d79b1ea160b4c09f0d0ef7a1197667d95bdc1522ed7f5af3efca0f0baebca3b7,8080c04060183140,da855238877aa55e
v4_legacy_0078,train,legacy_v3_development,images\train\v4_legacy_0078.png,b6bb6709377cbf4933ea55d690cb5c27d1a80dbb64d3ddfb0ecca983e755af2a,60301a0b09103020,ba1e9d874663b1b0
v4_legacy_0079,train,legacy_v3_development,images\train\v4_legacy_0079.png,ba3ffa1545ea3fa55aa002c6c4d1edebc9fdb08c6a9a7585819274f3ee0403ad,20101808093160c0,baf0856e6287b863
v4_legacy_0080,train,legacy_v3_development,images\train\v4_legacy_0080.png,3d14f97b92e8f0269cdba8cbb1776f6c2122fc5e754207b23fb7818ca8f7e968,2020110d3040c080,fa78859f30634b98
v4_legacy_0081,train,legacy_v3_development,images\train\v4_legacy_0081.png,1dff1acaa43466b9d28ad54486de7aab6b99514a105aff0ab4a7398a3c5957f9,01818386cc383830,9ac2d837e5ac19e1
v4_legacy_0082,train,legacy_v3_development,images\train\v4_legacy_0082.png,7092e3990f3f9b0477a4fd22737efa0658f92cfce2976488ca81a2660eb89f20,c4442c090c0c071d,e69dcc669968906e
v4_legacy_0083,train,legacy_v3_development,images\train\v4_legacy_0083.png,1093c02b886c1928627bf1b1ed8c0161137e86c0dafc236b44b3e50467cab0e4,4040203111344080,bac5857a609cbc63
v4_legacy_0084,train,legacy_v3_development,images\train\v4_legacy_0084.png,2b1385efd495692fac68decda6e63278b87e36843e71a26db57cefcfd9fb40b6,2030980f01090303,fa3c9d4ae6b1d048
v4_legacy_0085,train,legacy_v3_development,images\train\v4_legacy_0085.png,970722c388eadc4c040b6aded62f94a9efe9b96cdb794d2b4aade6f533d4fc0b,50383c67c1818080,8a3cb4c2cfa73259
v4_legacy_0086,train,legacy_v3_development,images\train\v4_legacy_0086.png,b8b371e872a1251bb0e77d1b61ac2eca713399146ec35408137afdceaa8086e0,20305b3320203030,bc63c0c6c23b2797
v4_legacy_0087,train,legacy_v3_development,images\train\v4_legacy_0087.png,afdbda00bf2d85e4fec027f1b66010cfbf197d76962a5849bd4f9d2402213633,101018090d3960c0,fae0953c628fb047
v4_legacy_0088,train,legacy_v3_development,images\train\v4_legacy_0088.png,ce7929dc2285e5d15ae5dc6363830e887932ad4fb9266e6afeeb3ad00d3e9471,80c0602035193001,9a87c178fc946b68
v4_legacy_0089,train,legacy_v3_development,images\train\v4_legacy_0089.png,8d20ed3b93049381d3af1fd7d0fac8f06ea3be82871124700e0823fd472017a3,005157c203010101,ee3ed2d1c125243e
v4_legacy_0090,train,legacy_v3_development,images\train\v4_legacy_0090.png,091ded44e71b4b735c15b5f55cedd9922c32be997f7ca515474fefcbd17f1539,300c040566040c0a,e6999b26c9668c66
v4_legacy_0091,train,legacy_v3_development,images\train\v4_legacy_0091.png,cf49b52b6dd47c16194bb6e372d91593246509c745ea1f0f4756436898cecc96,80c41c1703010000,fa3587ca683432cb
v4_legacy_0092,train,legacy_v3_development,images\train\v4_legacy_0092.png,42e82b8af412e2050eae2c923a00a8a1c8caa97c377dfd0d9c0a99e9e2dbce66,080407216040c080,ee66a5975a4821b5
v4_legacy_0093,train,legacy_v3_development,images\train\v4_legacy_0093.png,2ae1b47e37ab9c5afd5f4fdc3bd70eed0e8f4152a9bbd8cdbd3ea8461318bc6a,2010110d30604080,fa70859d70634e99
v4_legacy_0094,train,legacy_v3_development,images\train\v4_legacy_0094.png,146e7fdda85b29be08625808e225cd72526c1d685aca7f1794b3814ea4da6010,00000183720c0c08,f3ccd4358dc3320e
v4_legacy_0095,train,legacy_v3_development,images\train\v4_legacy_0095.png,84ccaf3a1fecf6d8caf90d9d1e14046ab9afe8016cd59f5f23f46f4abcdd462b,40404060311d3020,9f87c0709e95639c
v4_legacy_0096,train,legacy_v3_development,images\train\v4_legacy_0096.png,04424c43d1c679d87ceba01dc3d14eb9dc030d9bb6689aa317ac57dd54c88801,80c0404020311129,ba8560709e6b956e
v4_legacy_0097,train,legacy_v3_development,images\train\v4_legacy_0097.png,edd9b6482d941dbf3092d4fa3a59a5e672b12085283f3a0c8110ff6dd32e424f,d848290d01010000,fa3f954a62b098cc
v4_legacy_0098,train,legacy_v3_development,images\train\v4_legacy_0098.png,b6c6a1353c70561d6c3ad23fcd114a859e934b690d7b177c3fdb661f31b893ec,c062010c08101010,fb4e9d9585e46068
v4_test_0001,test,test,images\test\v4_test_0001.png,f7b8243044cde03965dea34340ca11a8d013729a4a27d69c921269e82dc2bae1,0100000163656d5c,aec0b44fc936cd19
v4_test_0002,test,test,images\test\v4_test_0002.png,0e7e240bcd46b704678dee3f5d6989d2e90e3a99ae2c13471bf87686bddbf87a,0603010103061e30,ea48b525dcb29659
v4_test_0003,test,test,images\test\v4_test_0003.png,6d8c32c7975e550abfbbfa6f915cdc2873ea9bc7b3fdbbe5b3c64969b91a45f9,01010101031c4818,fac89535c89b34e4
v4_test_0004,test,test,images\test\v4_test_0004.png,5dea182356bc021aa86e78d0e93521929c5fac3a1b769a83017546e655d32984,00000015276141c0,eef0836e7093ce60
v4_test_0005,test,test,images\test\v4_test_0005.png,cc17111ff401e27c4c416cc116eb4c625d4f824e252620c84f4d99b4245422ba,0407893900000000,ba22c5c59d193b63
v4_test_0006,test,test,images\test\v4_test_0006.png,a1e5802b139480a0e506aaf394122e52dd7d4ddc09f715976fe4fc43c966ff38,181c3361cd090808,be38b190c34fccac
v4_test_0007,test,test,images\test\v4_test_0007.png,91e9eea9126e4dbfadd3be6efb365d5287adeceb5ac6c245218f94c326bc25dc,0808080c01604080,e2f3955b60879c68
v4_test_0008,test,test,images\test\v4_test_0008.png,b28262d1e9434faaa2e86599620d33de8a9cd19f9cec5bdb00c9c82ad3f45596,0101816131071718,ea96f16c9f836098
v4_test_0009,test,test,images\test\v4_test_0009.png,84a6f3091d9dadbc405299e67d0d73665a8ba97a59befc3c456f5c660239e0d0,40780d0101010101,ca37959ac8e0e4f2
v4_test_0010,test,test,images\test\v4_test_0010.png,c6a9ff449747f060de93929bd20b195451513ec9bc6e5dbae8ad2ac370d6dbc2,40380e2321010101,ea3593cacd656072
v4_test_0011,test,test,images\test\v4_test_0011.png,273861dccca0c8f6a83adbb334f59ea21abac578553dc0ecb0d2751488fa3cd9,0969293919050101,fa978561b0d86e13
v4_test_0012,test,test,images\test\v4_test_0012.png,ab85755d3c5891b4afd80c68d197497fc4a7360a68ccf68f5208d70be77a0ff9,02030303030d7860,ebc89774c81be40d
v4_test_0013,test,test,images\test\v4_test_0013.png,ff2e2de324f28b55f9e7b001e411d6361ff6d10575c9abeb9419fafa33fedf1b,c0601c0701010103,ea359dca6461b0f8
v4_test_0014,test,test,images\test\v4_test_0014.png,aef3c6e35af33e7901adc2aa85fe3f8203ff8732deb0317ccffa3e93180f43e7,0101c3431d71c000,ebe9941e61c59e30
v4_test_0015,test,test,images\test\v4_test_0015.png,2d2cc66920bdf93c5d5d345fc91420d7c868f66f9c0dce4410fe8f7f6480e86d,8617111111110101,fa2f25a494d2c2cb
v4_test_0016,test,test,images\test\v4_test_0016.png,68c72a4542187a4f417016479450c85867ab8bffd09701bb9caa5a3ce2a0d96b,c070190d01010000,ca3f954a61e0d2f8
v4_test_0017,test,test,images\test\v4_test_0017.png,d5b9b80c25a2a508bba594039b109fb5bd35b0c9e88d99fb41fdd21d925c5750,1b6dc30303030103,eb3e34b991c1c5c4
v4_test_0018,test,test,images\test\v4_test_0018.png,0011790f85a8a4cb9e3ab58f6c28407bfa8b101bab79aa924634a5d7eb41907b,0199356d03010101,ba34c1cb65361ae9
v4_test_0019,test,test,images\test\v4_test_0019.png,826e7100f6a4a7551b16bfc9c982fdaa328aba708f1dcae77153c1c221a40bce,0080c161371d0c08,facda334cdc3304c
v4_test_0020,test,test,images\test\v4_test_0020.png,a02959391a8ba5b145defa0b768dca33ea3344fedf1ec36dad9f92cbd3751e5a,0103360303060f08,ed4992c6db329495
v4_test_0021,test,test,images\test\v4_test_0021.png,24b8b04f742cdec1e00719cfc4a36d5f5a715e4dcaeb5ace8d445cb11a77748b,0001109931310500,ba91c46e3b90cc3e
v4_test_0022,test,test,images\test\v4_test_0022.png,2fd00a067380cf00c91e838041435a6da39e299af9824bdd069ccc0859390bb9,203010080b60c080,f2f8845e62879d68
v4_test_0023,test,test,images\test\v4_test_0023.png,e65c01068707de4de2491f1a2d9547ed18acf949128cbb76007b72c16baf00ec,0000013537010908,fa95c56a3c92c169
v4_test_0024,test,test,images\test\v4_test_0024.png,48143da9fd9f75951d009f9ed9bca2cb1c47c61f36f9749850b2f08dc9a9e4ed,2070300805030101,eab59a48e2d22d1e
v4_test_0025,test,test,images\test\v4_test_0025.png,8da70d5780de75c1070592b57c8f6ea739b09216434e549a55b98945ec916cda,0101032179610000,ca6a95973fe0c80d
v4_test_0026,test,test,images\test\v4_test_0026.png,cccd033c500e59f43f8068e4bd48e6c94095a9b87bac9ea3ea6e158c3dee4a70,01030f3961418101,ab6dc08f9e902367
v4_test_0027,test,test,images\test\v4_test_0027.png,9cc8d9916e999d776a3726bdc8712850b63e62ef9b88461f837eebe12fdaf473,010101050d197050,eae89db0a70ce90b
v4_test_0028,test,test,images\test\v4_test_0028.png,1b8ff2a3a3b3b00ea56e0abe1cb4f8c769996f99db2688ba3741968363eac22e,301de5a301010000,ea3eb499c9c4c4c6
v4_test_0029,test,test,images\test\v4_test_0029.png,cec6f5123655966c948b5403eaa31991b54480e70ae7e5cdb55e1ce553f071d7,0300253761810101,fa74c1833d6860cf
v4_test_0030,test,test,images\test\v4_test_0030.png,35639b4c571d1775cb77421cd1537d1458f5c524c3d51ffc9eb167744c96fed6,00000121271d60c0,fac2953dc89ab065
v4_test_0031,test,test,images\test\v4_test_0031.png,f0ca040f5cad561aceb6516347c9f87ac9aedf353ad590212d272bd0287851f3,80711d0311110101,fa1e94cbe561b0b0
v4_test_0032,test,test,images\test\v4_test_0032.png,c858777f52355aa215079c47bcf1e46ce832bd99d1fec09af59703f213563449,8040602018071d01,fa8f83619c386791
v4_test_0033,test,test,images\test\v4_test_0033.png,0e19212ae80aec0bf943f6d899611ffcb07d037aa7906c1aa1d8d62fea9a7304,10180b0931604080,fb60859d70634e9c
v4_test_0034,test,test,images\test\v4_test_0034.png,2969cd2d01397ac36554452c896c7c145c4933dad4514dd513f7b755165ee9aa,010d051517337060,bae0873d6187fc06
v4_test_0035,test,test,images\test\v4_test_0035.png,952b61ecffb6023a21947f0d46c5bf0c21f04269ae00b1d5d6cdd62c1b3b6a69,00010d1517306000,fac2973c618fb061
v4_test_0036,test,test,images\test\v4_test_0036.png,17a14ba70ac7c4206436334d16dd1a8640dccd471b26c9cee5f2a9b898fd02cd,0000010143641c08,afc8b02fc93a0ee1
v4_test_0037,test,test,images\test\v4_test_0037.png,4cb237cda281f4d959621c3b57c05d0cb31e14ca3695f4cd055126171d9cdae3,3807010103030303,eb12b52d925a9a4b
v4_test_0038,test,test,images\test\v4_test_0038.png,0710621d0523b7c95397bcbbd0fb5e3b9a663403b949b504404198cbf5b62c89,090989c3454c1830,eac298b74c49d336
v4_test_0039,test,test,images\test\v4_test_0039.png,77c59299e53801fa7a63394ab7d22031d035993662ecb0fcbbf978e4690eb12e,1c0e020301010b01,eaa5341adb39c94c
v4_test_0040,test,test,images\test\v4_test_0040.png,5c0c1ed11f8029f751a19a2d0e4c41380df4abaaa764ee412d43bece256ecc3d,0081c145450f1d11,bac7b06ec79063c2
v4_train_new_0001,train,train_new,images\train\v4_train_new_0001.png,4852247c04d7de38a702d68d5e55225e637fd9c1c7f7a4ef7fb12e08ed38b279,80c864632d180000,ae0f91b06a4eb5b2
v4_train_new_0002,train,train_new,images\train\v4_train_new_0002.png,471325a41c1e1d0a66895e8e7b2a4c2fd7e73cfa60545a346a1aa9be60da6273,6078190b070c0800,be1f9dc66063b290
v4_train_new_0003,train,train_new,images\train\v4_train_new_0003.png,23084102c8599df9b573dfa7ddac03a49cd251af596264b7c074ab09af7461f6,080e0f11317060c0,fb60859f58616786
v4_train_new_0004,train,train_new,images\train\v4_train_new_0004.png,ecbdae194ce2c80e13b71b34da18a650c9fd7210736278e683038e304f9284cf,080d3341c0808080,ea6eb49583cb483c
v4_train_new_0005,train,train_new,images\train\v4_train_new_0005.png,a362db25f705fe5a8f2c508cafa59393ebcdf8d5ce2a47e050532cc9d8a474b3,00282b0d6464c4c0,ae78c187347879c9
