dataset_id,split,new_split_role,source_frame_id,source_path,source_name,source_relative_path,split_group,acquisition_period,campaign,candidate_index,candidate_orientation,candidate_box_thumbnail,crop_box_full,normalizer_foreground_fraction,output_dhash64_foreground_crop,output_phash64_foreground_crop,nearest_legacy_id,nearest_legacy_dhash_distance,nearest_legacy_phash_distance,keypoint_labels_used,model_outputs_used_for_selection,quality_tier,background_operation,data_role,stage_label,stage_label_source,output_path,relative_path,raw_review_path,output_sha256,manual_quality_review,manual_stage_review,manual_note,quality_original_width,quality_original_height,quality_mode,quality_alpha_present,quality_transparent_fraction,quality_white_fraction,quality_border_white_fraction,quality_border_rgb_std,quality_black_fraction,quality_nonwhite_fraction,quality_strict_green_fraction,quality_green_to_nonwhite_ratio,quality_green_components,quality_green_bbox_fraction,quality_green_bbox_touches_border,quality_blur_laplacian_thumbnail,quality_background_class,quality_clean_background_score,quality_significant_green_components,quality_second_to_first_green_area_ratio,quality_secondary_to_first_green_area_ratio,quality_raw_green_pixels,quality_standardized_green_pixels,quality_green_preservation_ratio,source_crop_box_fullplant,shoot_only_path,shoot_mask_path,seed_base_root_mask_path,full_plant_mask_path,whole_seedling_preserved,normalization_version,shoot_fraction,root_base_fraction,fullplant_fraction,nonshoot_to_shoot_area_ratio,estimated_major_length_work,estimated_base_x_work,estimated_base_y_work,scanner_line_support_fraction,normalization_padding_pixels,fullplant_quality_original_width,fullplant_quality_original_height,fullplant_quality_mode,fullplant_quality_alpha_present,fullplant_quality_transparent_fraction,fullplant_quality_white_fraction,fullplant_quality_border_white_fraction,fullplant_quality_border_rgb_std,fullplant_quality_black_fraction,fullplant_quality_nonwhite_fraction,fullplant_quality_strict_green_fraction,fullplant_quality_green_to_nonwhite_ratio,fullplant_quality_green_components,fullplant_quality_green_bbox_fraction,fullplant_quality_green_bbox_touches_border,fullplant_quality_blur_laplacian_thumbnail,fullplant_quality_background_class,fullplant_quality_clean_background_score
v4_test_0005,test,test,src_0404,D:\kp\数据集图片\..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100097.tif,100097.tif,..秧苗素质-扫描系统采集\传感器A1-B4 苗\A2-10-土-0417\0511\100097.tif,scanner_directory::..秧苗素质-扫描系统采集\传感器a1-b4 苗\a2-10-土-0417\0511,0511,传感器a1-b4 苗,6.0,horizontal,"[77, 714, 604, 760]","[240, 4131, 3846, 4712]",0.074578488372093,060606878d1c3830,f4c49d33c22de5b0,stagev3_0079,16,22,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,new_model_blind_scanner_crop,unassigned,not_inferred_from_appearance,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\images\test\v4_test_0005.png,images\test\v4_test_0005.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\test\v4_test_0005.jpg,cc17111ff401e27c4c416cc116eb4c625d4f824e252620c84f4d99b4245422ba,pending,not_required_for_selection,,1600.0,258.0,RGB,0.0,0.0,0.9157097138554215,1.0,0.0,0.0,0.0827607304216867,0.0696536144578313,0.841626386124538,2.0,0.2411991716867469,0.0,459.3261954066265,white_removed_candidate,8.831419,1.0,0.0,0.0,34376.0,29028.0,0.844426343960903,"[0, 4003, 4423, 4840]",D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_candidate\images\test\v4_test_0005.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\shoot\test\v4_test_0005.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\seed_base_root\test\v4_test_0005.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\full_plant\test\v4_test_0005.png,1,v4_fullplant_classical_pixel_v2,0.07950907590759076,0.0059880363036303634,0.08708745874587459,0.07531261350075234,790.7815624566424,905.818090409181,94.72920912179086,0.9793444055944056,8,1616,319,RGB,0,0.0,0.906849474009901,1.0,0.0,0.0,0.09096534653465346,0.04117032797029703,0.452593537414966,1,0.13033725247524752,0,410.0703898514852,white_removed_candidate,8.459494
v4_test_0006,test,test,src_0629,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.19-5.17\062500033.tif,062500033.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.19-5.17\062500033.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.19-5.17,9.19-5.17,扫描仪9.5,2.0,horizontal,"[120, 935, 608, 971]","[514, 5490, 3853, 5945]",0.0704988532110091,080e332164c40404,be3be1879ed88809,stagev3_0035,12,18,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,new_model_blind_scanner_crop,unassigned,not_inferred_from_appearance,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\images\test\v4_test_0006.png,images\test\v4_test_0006.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\test\v4_test_0006.jpg,a1e5802b139480a0e506aaf394122e52dd7d4ddc09f715976fe4fc43c966ff38,pending,not_required_for_selection,,1600.0,218.0,RGB,0.0,0.0,0.9143973214285714,0.9956597222222222,9.563672065734863,0.0,0.0821707589285714,0.0637834821428571,0.7762308998302208,2.0,0.3758928571428571,0.0,879.856277807586,white_removed_candidate,8.817944,1.0,0.0,0.0,31055.0,23663.0,0.7619706971502174,"[0, 5390, 4387, 6045]",D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_candidate\images\test\v4_test_0006.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\shoot\test\v4_test_0006.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\seed_base_root\test\v4_test_0006.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\full_plant\test\v4_test_0006.png,1,v4_fullplant_classical_pixel_v2,0.09497646443514644,0.00714173640167364,0.10388859832635983,0.07519480161898731,750.8358909877534,929.9245086641648,88.38857652124126,0.9894013303769401,8,1616,255,RGB,0,0.0,0.8890094521604939,0.997160704145372,3.084601640701294,0.0,0.1072289737654321,0.0392554012345679,0.36608949853834044,6,0.3923611111111111,0,649.9581642883468,white_removed_candidate,8.102155
v4_test_0007,test,test,src_0629,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.19-5.17\062500033.tif,062500033.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.19-5.17\062500033.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.19-5.17,9.19-5.17,扫描仪9.5,3.0,horizontal,"[114, 1184, 667, 1329]","[451, 6624, 4234, 8387]",0.0199681635388739,080804071960c080,e6e6911b60679d98,stagev3_0081,12,18,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,new_model_blind_scanner_crop,unassigned,not_inferred_from_appearance,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\images\test\v4_test_0007.png,images\test\v4_test_0007.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\test\v4_test_0007.jpg,91e9eea9126e4dbfadd3be6efb365d5287adeceb5ac6c245218f94c326bc25dc,pending,not_required_for_selection,,1600.0,746.0,RGB,0.0,0.0,0.974723783995816,0.9980164158686732,5.495321750640869,0.0,0.0240912656903765,0.0158047855648535,0.6560379918588874,8.0,0.2909829367154811,0.0,365.8619900624944,white_removed_candidate,8.944489,1.0,0.0,0.0,42088.0,22079.0,0.524591332446303,"[0, 6236, 4839, 8387]",D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_candidate\images\test\v4_test_0007.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\shoot\test\v4_test_0007.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\seed_base_root\test\v4_test_0007.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\full_plant\test\v4_test_0007.png,1,v4_fullplant_classical_pixel_v2,0.03626670182841069,0.0011181434599156117,0.037776898734177215,0.03083113168674407,785.7036224056174,914.5148887664941,210.5877226259461,0.9975831939022123,18,1636,747,RGB,0,0.0,0.9597689636752137,1.0,0.0,0.0,0.03881209935897436,0.010566907051282052,0.27225806451612905,5,0.16054019764957264,0,221.13558360042734,white_removed_candidate,7.909567
v4_test_0008,test,test,src_0633,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,062500004.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5,9.7-5.5,扫描仪9.5,6.0,horizontal,"[57, 379, 302, 430]","[239, 2105, 1915, 2748]",0.0486553338762215,c06030100b010808,be1d8743e1b04c6e,stagev3_0076,13,10,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,new_model_blind_scanner_crop,unassigned,not_inferred_from_appearance,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\images\test\v4_test_0008.png,images\test\v4_test_0008.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\test\v4_test_0008.jpg,b28262d1e9434faaa2e86599620d33de8a9cd19f9cec5bdb00c9c82ad3f45596,pending,not_required_for_selection,,1600.0,614.0,RGB,0.0,0.0,0.9456812021683674,1.0,0.0,0.0,0.053043287627551,0.0470742984693877,0.8874694721021981,1.0,0.3947604432397959,0.0,267.7645288584184,white_removed_candidate,8.891362,1.0,0.0,0.0,71866.0,46991.0,0.653869701945287,"[0, 1964, 2183, 2889]",D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_candidate\images\test\v4_test_0008.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\shoot\test\v4_test_0008.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\seed_base_root\test\v4_test_0008.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\full_plant\test\v4_test_0008.png,1,v4_fullplant_classical_pixel_v2,0.06420169616519174,0.004055125368731563,0.0699474557522124,0.06316227780489907,811.3304025003561,973.9642101129912,233.96978759549077,0.9809442060085837,17,1634,712,RGB,0,0.0,0.9280584360986547,1.0,0.0,0.0,0.07017236547085202,0.03447309417040359,0.491263105341987,6,0.33739139573991034,0,335.5101597533632,white_removed_candidate,8.642528
v4_test_0009,test,test,src_0633,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,062500004.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5,9.7-5.5,扫描仪9.5,16.0,horizontal,"[102, 1113, 237, 1158]","[527, 6528, 1506, 7096]",0.0331773583276985,c060305c06030100,ae9dd8e0b11b0d56,stagev3_0100,10,18,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,new_model_blind_scanner_crop,unassigned,not_inferred_from_appearance,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\images\test\v4_test_0009.png,images\test\v4_test_0009.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\test\v4_test_0009.jpg,84a6f3091d9dadbc405299e67d0d73665a8ba97a59befc3c456f5c660239e0d0,pending,not_required_for_selection,,979.0,568.0,RGB,0.0,0.0,0.9631273674242424,1.0,0.0,0.0,0.0357349537037037,0.0300334069865319,0.840449024659551,1.0,0.1792929292929292,0.0,88.87304029882155,white_removed_candidate,8.926255,1.0,0.0,0.0,25121.0,16789.0,0.668325305521277,"[370, 6403, 1663, 7221]",D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_candidate\images\test\v4_test_0009.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\shoot\test\v4_test_0009.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\seed_base_root\test\v4_test_0009.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\full_plant\test\v4_test_0009.png,1,v4_fullplant_classical_pixel_v2,0.0283423814899487,0.015726963128525423,0.04410716345490198,0.5548920839310137,637.6960452324007,819.0351275064993,323.7531527106388,0.9830668756530826,20,1333,858,RGB,0,0.0,0.9545158617424242,1.0,0.0,0.0,0.044247159090909094,0.022537878787878787,0.5093632958801497,4,0.23617424242424243,0,177.43708570075756,white_removed_candidate,8.761262
v4_test_0010,test,test,src_0633,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,062500004.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5,9.7-5.5,扫描仪9.5,14.0,horizontal,"[124, 904, 282, 962]","[659, 5231, 1776, 5963]",0.0248176467998297,8060301c27212040,ae15934b64f0d8ec,stagev3_0062,13,18,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,new_model_blind_scanner_crop,unassigned,not_inferred_from_appearance,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\images\test\v4_test_0010.png,images\test\v4_test_0010.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\test\v4_test_0010.jpg,c6a9ff449747f060de93929bd20b195451513ec9bc6e5dbae8ad2ac370d6dbc2,pending,not_required_for_selection,,1117.0,732.0,RGB,0.0,0.0,0.9719470796130952,0.9973797492045668,7.039699554443359,0.0,0.0273146856398809,0.0235653831845238,0.862736752500532,1.0,0.1772809709821428,0.0,120.6499197796292,white_removed_candidate,8.937344,1.0,0.0,0.0,31936.0,19545.0,0.6120052605210421,"[480, 5070, 1955, 6124]",D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_candidate\images\test\v4_test_0010.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\shoot\test\v4_test_0010.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\seed_base_root\test\v4_test_0010.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\full_plant\test\v4_test_0010.png,1,v4_fullplant_classical_pixel_v2,0.02743511401280031,0.00947930402341363,0.036938860836844306,0.34551720904060773,765.4143417659116,802.4100527142909,375.25504124137916,0.9839602128151747,26,1527,1106,RGB,0,0.0,0.9621325387466307,1.0,0.0,0.0,0.03674612533692723,0.018694196428571428,0.5087392550143266,5,0.2696523332210243,0,139.0275753874663,white_removed_candidate,8.774226
v4_test_0011,test,test,src_0633,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,062500004.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5,9.7-5.5,扫描仪9.5,3.0,horizontal,"[466, 208, 677, 243]","[2706, 1132, 4150, 1574]",0.0583613266316541,08c86828180e0301,ae96c3e0b04ca75b,stagev3_0100,14,16,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,new_model_blind_scanner_crop,unassigned,not_inferred_from_appearance,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\images\test\v4_test_0011.png,images\test\v4_test_0011.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\test\v4_test_0011.jpg,273861dccca0c8f6a83adbb334f59ea21abac578553dc0ecb0d2751488fa3cd9,pending,not_required_for_selection,,1444.0,442.0,RGB,0.0,0.0,0.9343650477707006,0.997716894977169,5.012139797210693,0.0,0.064092356687898,0.05554587977707,0.8666537267080745,1.0,0.3932250199044586,0.0,328.5219446631289,white_removed_candidate,8.863022,1.0,0.0,0.0,45160.0,35837.0,0.7935562444641275,"[2475, 1035, 4381, 1671]",D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_candidate\images\test\v4_test_0011.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\shoot\test\v4_test_0011.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\seed_base_root\test\v4_test_0011.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\full_plant\test\v4_test_0011.png,1,v4_fullplant_classical_pixel_v2,0.06629330524344569,0.012648642322097378,0.07983614232209738,0.190798185060292,801.6936422134982,937.3333793548883,235.56398973609117,0.9811766162992321,13,1626,560,RGB,0,0.0,0.9167924360795454,1.0,0.0,0.0,0.08036665482954546,0.03482333096590909,0.4333057166528583,4,0.2166748046875,0,348.10551313920456,white_removed_candidate,8.409242
v4_test_0012,test,test,src_0633,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,062500004.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5,9.7-5.5,扫描仪9.5,10.0,horizontal,"[495, 608, 655, 660]","[2885, 3475, 4014, 4132]",0.0395589906613117,00000103065c7060,8fc09a36e40db3e6,stagev3_0024,10,18,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,new_model_blind_scanner_crop,unassigned,not_inferred_from_appearance,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\images\test\v4_test_0012.png,images\test\v4_test_0012.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\test\v4_test_0012.jpg,ab85755d3c5891b4afd80c68d197497fc4a7360a68ccf68f5208d70be77a0ff9,pending,not_required_for_selection,,1129.0,657.0,RGB,0.0,0.0,0.957188548657718,1.0,0.0,0.0,0.0420511744966442,0.0357592281879194,0.8503740648379052,1.0,0.2101116820469798,0.0,91.58654047818791,white_removed_candidate,8.914377,1.0,0.0,0.0,36240.0,26618.0,0.7344922737306844,"[2704, 3330, 4195, 4277]",D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_candidate\images\test\v4_test_0012.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\shoot\test\v4_test_0012.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\seed_base_root\test\v4_test_0012.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\full_plant\test\v4_test_0012.png,1,v4_fullplant_classical_pixel_v2,0.03963308184198468,0.004257151497510228,0.04480951176966764,0.10741409195689855,757.2430137319311,938.6081133083786,320.4391432313743,0.9867577058134998,24,1539,995,RGB,0,0.0,0.9539923999244713,0.9981640146878825,3.9225642681121826,0.0,0.04470945052870091,0.023284082326283987,0.5207865909990761,3,0.21048904833836857,0,201.98994524169186,white_removed_candidate,8.797164
v4_test_0013,test,test,src_0633,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,062500004.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5,9.7-5.5,扫描仪9.5,4.0,horizontal,"[91, 277, 197, 318]","[461, 1526, 1266, 2044]",0.0451185879757308,804060180e030100,ef97ca60b058ac66,stagev3_0100,5,14,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,new_model_blind_scanner_crop,unassigned,not_inferred_from_appearance,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\images\test\v4_test_0013.png,images\test\v4_test_0013.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\test\v4_test_0013.jpg,ff2e2de324f28b55f9e7b001e411d6361ff6d10575c9abeb9419fafa33fedf1b,pending,not_required_for_selection,,805.0,518.0,RGB,0.0,0.0,0.950685077887538,0.9970268994808872,5.4570088386535645,0.0,0.0481216755319149,0.03515625,0.7305699481865284,2.0,0.2396941489361702,0.0,69.4556479855674,white_removed_candidate,8.893937,3.0,0.0095680699835975,0.0101831601968288,21645.0,14781.0,0.6828828828828829,"[332, 1412, 1395, 2158]",D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_candidate\images\test\v4_test_0013.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\shoot\test\v4_test_0013.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\seed_base_root\test\v4_test_0013.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\full_plant\test\v4_test_0013.png,1,v4_fullplant_classical_pixel_v2,0.0398966958302543,0.0027831091629487085,0.04391940458866227,0.06975788608635186,758.9294005727811,881.4155674033559,419.3770184743217,0.9809015911767747,19,1101,784,RGB,0,0.0,0.9560359589041096,1.0,0.0,0.0,0.042738655821917805,0.025112371575342466,0.5875798172029548,4,0.2203660102739726,0,94.69750642123287,white_removed_candidate,8.912072
v4_test_0014,test,test,src_0633,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,062500004.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5,9.7-5.5,扫描仪9.5,15.0,horizontal,"[87, 1008, 257, 1044]","[437, 5928, 1626, 6383]",0.049847041100195,804041631e306080,aee093bc604fd8b1,stagev3_0017,12,14,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,new_model_blind_scanner_crop,unassigned,not_inferred_from_appearance,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\images\test\v4_test_0014.png,images\test\v4_test_0014.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\test\v4_test_0014.jpg,aef3c6e35af33e7901adc2aa85fe3f8203ff8732deb0317ccffa3e93180f43e7,pending,not_required_for_selection,,1189.0,455.0,RGB,0.0,0.0,0.9439174107142856,1.0,0.0250192824751138,0.0,0.0546775350765306,0.046027981505102,0.8418079096045197,1.0,0.2381218112244898,0.0,224.75125558035717,white_removed_candidate,8.887835,2.0,0.0003559563360227,0.0003559563360227,35886.0,25293.0,0.7048152482862398,"[247, 5828, 1816, 6483]",D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_candidate\images\test\v4_test_0014.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\shoot\test\v4_test_0014.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\seed_base_root\test\v4_test_0014.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\full_plant\test\v4_test_0014.png,1,v4_fullplant_classical_pixel_v2,0.06528590681087287,0.007251178608439274,0.0754202365487815,0.11106805377530032,892.3796061029088,1056.433402696711,229.64557034788166,0.982224202812438,16,1601,687,RGB,0,0.0,0.9218128551136363,0.997743541861189,6.0534844398498535,0.0,0.07609197443181819,0.030717329545454544,0.4036868510092171,8,0.2527521306818182,0,361.00491832386365,white_removed_candidate,8.305937
v4_test_0015,test,test,src_0633,D:\kp\数据集图片\..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,062500004.tif,..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5\062500004.tif,scanner_directory::..秧苗素质-扫描系统采集\扫描仪9.5\9.7-5.5,9.7-5.5,扫描仪9.5,8.0,horizontal,"[457, 490, 721, 531]","[2630, 2804, 4437, 3321]",0.064132096069869,8243390808080808,eb292d85c4d2da9a,stagev3_0101,12,22,0,0,V4_scanner_crop_pixel_QC,shoot_only_standardization_scanner_crop,new_model_blind_scanner_crop,unassigned,not_inferred_from_appearance,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\images\test\v4_test_0015.png,images\test\v4_test_0015.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\test\v4_test_0015.jpg,2d2cc66920bdf93c5d5d345fc91420d7c868f66f9c0dce4410fe8f7f6480e86d,pending,not_required_for_selection,,1600.0,458.0,RGB,0.0,0.0,0.9281994047619048,0.9960072127769192,6.453864574432373,0.0,0.0693824404761904,0.0479910714285714,0.6916890080428955,1.0,0.2212611607142857,0.0,238.6886293436941,white_removed_candidate,8.846417,2.0,0.0006654466810846,0.0006654466810846,42364.0,36090.0,0.8519025587763195,"[2341, 2690, 4726, 3435]",D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_candidate\images\test\v4_test_0015.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\shoot\test\v4_test_0015.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\seed_base_root\test\v4_test_0015.png,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\masks\full_plant\test\v4_test_0015.png,1,v4_fullplant_classical_pixel_v2,0.05121,0.00895875,0.06116,0.17494141769185706,766.5683287430236,910.7706166362593,147.41393844799853,0.989593023255814,12,1624,524,RGB,0,0.0,0.9348248106060606,1.0,0.0,0.0,0.06278409090909091,0.025662878787878787,0.4087481146304675,3,0.1862215909090909,0,347.2361742424242,white_removed_candidate,8.356006
