dataset_id,candidate_id,kind,x_model,y_model,x_source,y_source,x_source_normalized,y_source_normalized,score,dino_local_contrast,dino_cls_attention
stagev3_0030,candidate_12,shape_corner,256.0,117.0,209.30501930501933,408.14478764478764,0.4789588542448955,0.22599379160840954,0.6356273990289203,0.9823891504957138,0.9981750363743633
stagev3_0030,candidate_13,shape_corner,266.0,154.0,244.1891891891892,537.2162162162163,0.5587853299523781,0.2974619137409835,0.6355529380848811,0.9814705753536713,1.0
stagev3_0030,candidate_14,shape_corner,252.0,99.0,195.35135135135135,345.3532818532819,0.44702826396190243,0.19122551597634657,0.6347136710922544,0.9809614152684791,0.9910366428477424
stagev3_0030,candidate_15,shape_corner,263.0,42.0,233.72393822393823,146.51351351351352,0.5348373872401333,0.08112597647481369,0.6334046246206496,0.9793277578294947,0.9795745342696367
stagev3_0030,candidate_16,dino_distinctive,266.0,95.0,244.1891891891892,331.39961389961394,0.5587853299523781,0.1834992325025548,0.619996210412885,1.0,0.9999526301610624
stagev3_0030,candidate_17,dino_distinctive,268.0,231.0,251.16602316602317,805.8243243243244,0.5747506250938745,0.4461928706114753,0.6190913814069398,1.0,0.988642267586747
stagev3_0021,candidate_01,endpoint,268.0,317.0,324.6138996138996,902.6544401544401,0.5428326080499993,0.612384287757422,0.9992095340928606,1.0,0.9901191761607576
stagev3_0021,candidate_02,endpoint,261.0,366.0,304.68146718146716,1042.181467181467,0.5095007812399116,0.7070430577893263,0.9986055784669485,1.0,0.9825697308368558
stagev3_0021,candidate_03,endpoint,269.0,82.0,327.46138996138995,233.4942084942085,0.5475942975942976,0.158408553930942,0.9985685197742689,0.9973594002736793,0.9900282963573231
stagev3_0021,candidate_04,endpoint,262.0,154.0,307.5289575289575,438.5135135135135,0.5142624707842098,0.29749899152884224,0.9952582795170888,0.9802428313212032,1.0
stagev3_0021,candidate_05,endpoint,269.0,104.0,327.46138996138995,296.1389961389961,0.5475942975942976,0.20090840986363373,0.9944800181419328,0.9783046225256733,0.9960863591971388
stagev3_0021,candidate_06,shape_corner,255.0,224.0,287.5965250965251,637.8378378378378,0.4809306439741223,0.4327258058601342,0.6361017788597246,0.9898028484072838,0.9818636905247066
stagev3_0021,candidate_07,shape_corner,279.0,128.0,355.9362934362934,364.47876447876445,0.5952111930372799,0.24727188906293382,0.6358828409311321,0.9836031927072038,0.9977259335175396
stagev3_0021,candidate_08,shape_corner,256.0,130.0,290.4440154440154,370.17374517374515,0.4856923335184204,0.2511355123295422,0.6336566232896058,0.9754358538466154,0.9944002295802268
stagev3_0021,candidate_09,shape_corner,279.0,153.0,355.9362934362934,435.66602316602314,0.5952111930372799,0.2955671798955381,0.6324018348538316,0.9683409785576319,1.0
stagev3_0021,candidate_10,shape_corner,269.0,296.0,327.46138996138995,842.8571428571428,0.5475942975942976,0.5718162434580345,0.6283798103911901,0.958915513986109,0.9780010879315484
stagev3_0021,candidate_11,dino_distinctive,264.0,254.0,313.2239382239382,723.2625482625482,0.5237858498728064,0.4906801548592593,0.62,1.0,1.0
stagev3_0021,candidate_12,dino_distinctive,261.0,345.0,304.68146718146716,982.3841698841699,0.5095007812399116,0.6664750134899389,0.619769190798213,1.0,0.997114884977662
stagev3_0021,candidate_13,dino_distinctive,262.0,174.0,307.5289575289575,495.46332046332043,0.5142624707842098,0.33613522419492564,0.6196119323374066,1.0,0.995149154217583
stagev3_0021,candidate_14,dino_distinctive,265.0,281.0,316.07142857142856,800.1447876447876,0.5285475394171046,0.5428390689584719,0.6195868757707828,1.0,0.9948359471347836
stagev3_0021,candidate_15,dino_distinctive,266.0,190.0,318.9189189189189,541.023166023166,0.5333092289614029,0.36704421032779244,0.6183456709011078,1.0,0.9793208862638467
stagev3_0011,candidate_01,endpoint,216.0,36.0,61.28185328185328,71.16602316602317,0.21131673545466648,0.06956600504987602,0.9967583224204074,1.0,0.9594790302550926
stagev3_0011,candidate_02,endpoint,304.0,17.0,235.24324324324326,33.6061776061776,0.811183597390494,0.03285061349577478,0.9938163427163287,1.0,0.9227042839541074
stagev3_0011,candidate_03,endpoint,201.0,244.0,31.62934362934363,482.34749034749035,0.10906670217015045,0.47150292311582637,0.9918128919850476,0.9782754939470387,0.962834667971979
stagev3_0011,candidate_04,endpoint,266.0,354.0,160.12355212355212,699.7992277992278,0.5521501797363866,0.6840657163237808,0.9903190327890811,0.9596626366211711,1.0
stagev3_0011,candidate_05,endpoint,267.0,381.0,162.1003861003861,753.1737451737451,0.558966848622021,0.7362402201111878,0.9798504858941374,0.9276452263437991,0.9651953946453198
stagev3_0011,candidate_06,shape_corner,280.0,322.0,187.7992277992278,636.5405405405405,0.6475835441352683,0.6222292673905577,0.64,1.0,1.0
stagev3_0011,candidate_07,shape_corner,280.0,178.0,187.7992277992278,351.87644787644786,0.6475835441352683,0.34396524719105365,0.637332318121355,1.0,0.9666539765169372
stagev3_0011,candidate_08,shape_corner,313.0,77.0,253.03474903474904,152.21621621621622,0.8725336173612036,0.14879395524556815,0.6367407549566997,0.9864198123195821,1.0
stagev3_0011,candidate_09,shape_corner,299.0,173.0,225.35907335907336,341.992277992278,0.777100252962322,0.3343033020452375,0.6354094395068568,0.9827838787418038,0.9942663576102986
stagev3_0011,candidate_10,shape_corner,315.0,55.0,256.988416988417,108.72586872586872,0.8861669551324723,0.10628139660397724,0.6351985965706968,0.9881372885415898,0.9755705915089399
stagev3_0011,candidate_11,shape_corner,236.0,125.0,100.81853281853282,247.1042471042471,0.34765011316735456,0.24154862864540283,0.6332250813752822,0.985838778985111,0.9577971802356955
stagev3_0011,candidate_12,shape_corner,236.0,259.0,100.81853281853282,512.0,0.34765011316735456,0.5004887585532747,0.6321968718887979,0.9717800183779957,0.987120843475987
stagev3_0011,candidate_13,shape_corner,226.0,95.0,81.05019305019304,187.7992277992278,0.2794834243110105,0.18357695777050614,0.6274793071457492,0.9680469678787801,0.9393504356855231
stagev3_0011,candidate_14,shape_corner,303.0,153.0,233.26640926640925,302.4555984555985,0.8043669285048595,0.2956555214619731,0.6271597002487412,0.983880084244486,0.887856000375807
stagev3_0011,candidate_15,shape_corner,284.0,158.0,195.7065637065637,312.33976833976834,0.6748502196778059,0.3053174666077892,0.6270127871013136,0.9607829381155766,0.9553110244196895
stagev3_0011,candidate_16,shape_corner,218.0,69.0,65.23552123552123,136.4015444015444,0.2249500732259353,0.13333484301226237,0.6261174854569571,0.9490047646711642,0.9794542741984716
stagev3_0011,candidate_17,shape_corner,245.0,104.0,118.61003861003861,205.59073359073358,0.4090001331380642,0.20096845903297514,0.6222190980995763,0.9415971266009145,0.9529473464419592
stagev3_0011,candidate_18,shape_corner,255.0,136.0,138.3783783783784,268.8494208494208,0.47716682199440824,0.26280490796619826,0.6204062487507426,0.926806890476517,0.9746574379547299
stagev3_0011,candidate_19,dino_distinctive,317.0,36.0,260.94208494208493,71.16602316602317,0.8998002929037412,0.06956600504987602,0.6135578059270914,1.0,0.9194725740886429
stagev3_0015,candidate_01,endpoint,235.0,339.0,152.21621621621622,670.1467181467182,0.38341616175369325,0.6550798808863325,0.9992700272229805,1.0,0.9908753402872563
stagev3_0015,candidate_02,endpoint,190.0,242.0,63.25868725868726,478.3938223938224,0.15934178150802836,0.4676381450574999,0.9992512247095132,1.0,0.9906403088689145
stagev3_0015,candidate_03,endpoint,308.0,99.0,296.5250965250965,195.7065637065637,0.7469146008188828,0.19130651388715905,0.9984188330215403,0.993411804256418,1.0
stagev3_0015,candidate_04,endpoint,176.0,16.0,35.58301158301158,31.62934362934363,0.08962975209826596,0.030918224466611563,0.992113444575569,0.9887344638461769,0.9352146656560816
stagev3_0015,candidate_05,shape_corner,234.0,169.0,150.23938223938225,334.0849420849421,0.3784367310815674,0.3265737459285847,0.64,1.0,1.0
stagev3_0015,candidate_06,shape_corner,232.0,144.0,146.28571428571428,284.66409266409266,0.36847786973731556,0.2782640201995041,0.6374199272956883,0.9950675021587119,0.9825465847199685
stagev3_0015,candidate_07,shape_corner,190.0,32.0,63.25868725868726,63.25868725868726,0.15934178150802836,0.061836448933223126,0.6357138283639894,0.9891658241398946,0.9789253821301833
stagev3_0015,candidate_08,shape_corner,256.0,168.0,193.72972972972974,332.1081081081081,0.48798420586833685,0.3246413568994214,0.6345899649501305,0.9787236217954868,0.9962036964901725
stagev3_0015,candidate_09,shape_corner,228.0,126.0,138.3783783783784,249.0810810810811,0.34856014704881205,0.24348101767456606,0.6338596767382368,0.9834454846538961,0.972909505266271
stagev3_0015,candidate_10,shape_corner,209.0,254.0,100.81853281853282,502.11583011583014,0.2539509642784202,0.4908268134074586,0.6337720736645613,0.9740503069356725,1.0
stagev3_0015,candidate_11,shape_corner,247.0,294.0,175.93822393822393,581.1891891891892,0.44316932981920387,0.5681223745739874,0.6337577311383991,0.9806501398325286,0.980021219732402
stagev3_0015,candidate_12,shape_corner,301.0,125.0,282.6872586872587,247.1042471042471,0.7120585861140017,0.24154862864540283,0.632503582958178,0.9767463063758808,0.9760558678495822
stagev3_0015,candidate_13,shape_corner,223.0,104.0,128.4942084942085,205.59073359073358,0.3236629936881826,0.20096845903297514,0.6296466727627537,0.9625134909616055,0.9830429366496043
stagev3_0015,candidate_14,shape_corner,208.0,75.0,98.84169884169884,148.26254826254825,0.24897153360629432,0.1449291771872417,0.6205715883824497,0.919048284926874,1.0
stagev3_0015,candidate_15,dino_distinctive,234.0,187.0,150.23938223938225,369.66795366795367,0.3784367310815674,0.36135674845352267,0.62,1.0,1.0
stagev3_0015,candidate_16,dino_distinctive,243.0,257.0,168.03088803088804,508.04633204633205,0.42325160713070037,0.49662398049494827,0.6197209814233814,1.0,0.9965122677922674
stagev3_0015,candidate_17,dino_distinctive,203.0,56.0,88.95752895752896,110.70270270270271,0.2240743802456649,0.10821378563314048,0.6192756300208071,1.0,0.990945375260089
stagev3_0002,candidate_01,endpoint,136.0,305.0,268.8494208494208,474.44015444015446,0.26280490796619826,0.6185660422948559,0.998171577150103,1.0,0.9771447143762859
stagev3_0002,candidate_02,endpoint,207.0,246.0,409.2046332046332,357.80694980694983,0.40000452903678707,0.4665018902307038,0.997800683964232,0.9964649999714092,0.9831135496386723
stagev3_0002,candidate_03,endpoint,448.0,314.0,885.6216216216217,492.2316602316602,0.8657102850651238,0.6417622688809129,0.9924102027905546,0.9829235464405199,0.9563568955603717
stagev3_0002,candidate_04,endpoint,199.0,304.0,393.3899613899614,472.4633204633205,0.3845454168034813,0.615988683785294,0.9919603938944855,0.9706742136101973,0.9874822828504776
stagev3_0002,candidate_05,endpoint,111.0,317.0,219.42857142857142,498.1621621621622,0.21449518223711772,0.6494943444095986,0.9911925289433431,0.969097450508224,0.982614260267116
stagev3_0002,candidate_06,endpoint,359.0,319.0,709.6833976833976,502.11583011583014,0.6937276614695969,0.6546490614287225,0.9908027404150942,0.9813446001921274,0.9410004546122942
stagev3_0002,candidate_07,endpoint,39.0,351.0,77.0965250965251,565.3745173745174,0.0753631721373657,0.7371245337347032,0.9898306160397455,0.958645613653094,0.9969458595375355
stagev3_0002,candidate_08,endpoint,41.0,326.0,81.05019305019304,515.953667953668,0.07922795019569212,0.6726905709956558,0.9876334112499646,0.9552353567227152,0.9797115704564114
stagev3_0002,candidate_09,shape_corner,306.0,305.0,604.911196911197,474.44015444015446,0.5913110429239462,0.6185660422948559,0.6371660107523178,1.0,0.9645751344039719
stagev3_0002,candidate_10,shape_corner,333.0,319.0,658.2857142857143,502.11583011583014,0.6434855467113532,0.6546490614287225,0.6316059771582572,0.9741097626002518,0.9727454266774594
stagev3_0002,candidate_11,shape_corner,67.0,339.0,132.44787644787644,541.6525096525097,0.12947006495393593,0.7061962316199605,0.6273418452193666,0.9518909010776095,0.9861003620092544
stagev3_0002,candidate_12,dino_distinctive,260.0,309.0,513.976833976834,482.34749034749035,0.5024211475824379,0.6288754763331035,0.619554544751153,1.0,0.9944318093894118
stagev3_0002,candidate_13,dino_distinctive,87.0,316.0,171.98455598455598,496.18532818532816,0.16811784553720038,0.6469169859000368,0.6193157866064661,1.0,0.9914473325808256
stagev3_0002,candidate_14,dino_distinctive,223.0,263.0,440.8339768339768,391.4131274131274,0.43092275350339865,0.510316984893256,0.6191553523518418,1.0,0.9894419043980216
stagev3_0002,candidate_15,dino_distinctive,233.0,312.0,460.6023166023166,488.27799227799227,0.4502466437950309,0.6366075518617892,0.6190369761445166,1.0,0.9879622018064569
stagev3_0003,candidate_01,endpoint,217.0,292.0,229.3127413127413,577.2355212355212,0.3686700021105166,0.564257596515661,0.9979255998458475,0.9916855476347838,0.9990133551687419
stagev3_0003,candidate_02,endpoint,332.0,130.0,456.64864864864865,256.988416988417,0.7341618145476666,0.25121057379121897,0.9946125047345107,0.9889440801825542,0.965824068633721
stagev3_0003,candidate_03,endpoint,254.0,286.0,302.4555984555985,565.3745173745174,0.48626302002507793,0.5526632623406817,0.9912962147319961,0.9679364095466985,0.9873934555098558
stagev3_0003,candidate_04,endpoint,330.0,90.0,452.6949806949807,177.91505791505793,0.7278054352009335,0.17391501262469006,0.9881788101128565,0.9584701531288149,0.9768246670242609
stagev3_0003,candidate_05,endpoint,262.0,168.0,318.27027027027026,332.1081081081081,0.51168853741201,0.3246413568994214,0.9855929463363133,0.9832820552433583,0.8700656634738413
stagev3_0003,candidate_06,endpoint,297.0,388.0,387.4594594594595,767.011583011583,0.6229251759798384,0.7497669433153303,0.9844151672006352,0.9428856832939282,0.9765325401261538
stagev3_0003,candidate_07,endpoint,130.0,16.0,57.32818532818533,31.62934362934363,0.09216750052762915,0.030918224466611563,0.9773204070930693,0.9294039056559574,0.9282933716954942
stagev3_0003,candidate_08,shape_corner,313.0,350.0,419.0888030888031,691.8918918918919,0.6737762107537028,0.676336160207128,0.6354514186232887,0.9923174420936647,0.9661904065101139
stagev3_0003,candidate_09,shape_corner,268.0,253.0,330.13127413127415,500.13899613899616,0.5307576754522092,0.4888944243782954,0.6337994478774771,0.9851888312779599,0.9669266046345847
stagev3_0003,candidate_10,shape_corner,304.0,329.0,401.2972972972973,650.3783783783783,0.645172503693404,0.6357559905947002,0.6322172716072739,0.9783184915821529,0.9677604203444651
stagev3_0003,candidate_11,shape_corner,304.0,137.0,401.2972972972973,270.82625482625485,0.645172503693404,0.2647372969953615,0.6317289429739231,0.9655372623913466,1.0
stagev3_0003,candidate_12,shape_corner,305.0,227.0,403.27413127413126,448.74131274131275,0.6483506933667705,0.4386523096200516,0.6312409535610412,0.9899392002971898,0.920694318621444
stagev3_0003,candidate_13,shape_corner,217.0,102.0,229.3127413127413,201.63706563706563,0.3686700021105166,0.1971036809746487,0.6300788266863406,0.96977178176718,0.9666699882777188
stagev3_0003,candidate_14,shape_corner,327.0,161.0,446.7644787644788,318.27027027027026,0.718270866180834,0.31111463369527886,0.629703286122133,0.9723937271423327,0.9541098950996639
stagev3_0003,candidate_15,shape_corner,200.0,81.0,195.7065637065637,160.12355212355212,0.3146407776632857,0.15652351136222104,0.6280914557855137,0.954005337630785,0.9891271844265669
stagev3_0003,candidate_16,shape_corner,237.0,136.0,268.8494208494208,268.8494208494208,0.43223379557784697,0.26280490796619826,0.626723560980679,0.9529382740790757,0.9752296900212605
stagev3_0003,candidate_17,shape_corner,296.0,162.0,385.4826254826255,320.24710424710423,0.6197469863064718,0.31304702272444207,0.6236540175129974,0.93678435599349,0.985322150931999
stagev3_0003,candidate_18,shape_corner,152.0,33.0,100.81853281853282,65.23552123552123,0.16208767334169263,0.06376883796238635,0.6215058375235364,0.9229409896814016,1.0
stagev3_0003,candidate_19,shape_corner,240.0,163.0,274.7799227799228,322.2239382239382,0.4417683645979466,0.3149794117536053,0.6211083037733706,0.9297238357907059,0.9746822897950153
stagev3_0003,candidate_20,dino_distinctive,292.0,311.0,377.57528957528956,614.7953667953668,0.6070342276130057,0.6009729880697623,0.6190011964265355,1.0,0.9875149553316939
stagev3_0003,candidate_21,shape_corner,319.0,193.0,430.94980694980694,381.5289575289575,0.6928453487939018,0.37295108262850196,0.6184987061128643,0.9691157325376019,0.823886628797999
stagev3_0003,candidate_22,dino_distinctive,264.0,219.0,322.2239382239382,432.9266409266409,0.5180449167587431,0.42319319738674577,0.6182317718276669,1.0,0.9778971478458346
stagev3_0003,candidate_23,dino_distinctive,276.0,274.0,345.94594594594594,541.6525096525097,0.5561831928391414,0.529474593990723,0.6182280178909457,1.0,0.9778502236368211
