dataset_id,split,new_split_role,source_frame_id,source_path,source_name,source_relative_path,split_group,acquisition_period,campaign,candidate_index,candidate_orientation,candidate_box_thumbnail,crop_box_full,keypoint_labels_used,model_outputs_used_for_selection,quality_tier,data_role,stage_label,stage_label_source,manual_quality_review,manual_stage_review,manual_note,source_recovery_status
v4_legacy_0012,train,legacy_v3_development,,D:\kp\数据集图片\images\13-13.jpg,13-13.jpg,images\train\stagev3_0012.png,legacy_v3::stage_archive::leaf1_to_2::single::13-13,legacy_v3,legacy_v3,,legacy,,,0,0,B_mixed_background_standardized,legacy_v3_development_train_only,leaf1_to_2,archive_folder,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0013,train,legacy_v3_development,,D:\kp\数据集图片\images\17-17.jpg,17-17.jpg,images\train\stagev3_0013.png,legacy_v3::stage_archive::leaf1_to_2::single::17-17,legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,leaf1_to_2,archive_folder,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0014,train,legacy_v3_development,,D:\kp\数据集图片\images\24-24.jpg,24-24.jpg,images\train\stagev3_0014.png,legacy_v3::stage_archive::leaf1_to_2::single::24-24,legacy_v3,legacy_v3,,legacy,,,0,0,B_mixed_background_standardized,legacy_v3_development_train_only,leaf1_to_2,archive_folder,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0015,train,legacy_v3_development,,D:\kp\数据集图片\images\27-27.jpg,27-27.jpg,images\test\stagev3_0015.png,legacy_v3::stage_archive::leaf1_to_2::single::27-27,legacy_v3,legacy_v3,,legacy,,,0,0,B_mixed_background_standardized,legacy_v3_development_train_only,leaf1_to_2,archive_folder,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0016,train,legacy_v3_development,,D:\kp\数据集图片\images\28-28.jpg,28-28.jpg,images\train\stagev3_0016.png,legacy_v3::stage_archive::leaf1_to_2::single::28-28,legacy_v3,legacy_v3,,legacy,,,0,0,B_mixed_background_standardized,legacy_v3_development_train_only,leaf1_to_2,archive_folder,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0017,train,legacy_v3_development,,D:\kp\数据集图片\images\30-30.jpg,30-30.jpg,images\train\stagev3_0017.png,legacy_v3::stage_archive::leaf1_to_2::single::30-30,legacy_v3,legacy_v3,,legacy,,,0,0,B_mixed_background_standardized,legacy_v3_development_train_only,leaf1_to_2,archive_folder,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0018,train,legacy_v3_development,,D:\kp\数据集图片\images\32-32.jpg,32-32.jpg,images\val\stagev3_0018.png,legacy_v3::stage_archive::leaf1_to_2::single::32-32,legacy_v3,legacy_v3,,legacy,,,0,0,B_mixed_background_standardized,legacy_v3_development_train_only,leaf1_to_2,archive_folder,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0019,train,legacy_v3_development,,D:\kp\数据集图片\images\33-33.jpg,33-33.jpg,images\val\stagev3_0019.png,legacy_v3::stage_archive::leaf1_to_2::single::33-33,legacy_v3,legacy_v3,,legacy,,,0,0,B_mixed_background_standardized,legacy_v3_development_train_only,leaf1_to_2,archive_folder,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0020,train,legacy_v3_development,,D:\kp\数据集图片\images\9-9.jpg,9-9.jpg,images\train\stagev3_0020.png,legacy_v3::stage_archive::leaf1_to_2::single::9-9,legacy_v3,legacy_v3,,legacy,,,0,0,B_mixed_background_standardized,legacy_v3_development_train_only,leaf1_to_2,archive_folder,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0021,train,legacy_v3_development,,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\train\v4_legacy_0021.jpg,062500003(1).png,images\train\stagev3_0021.png,legacy_v3::stage_archive::lt1_needle::scanner_crop::062500003,legacy_v3,legacy_v3,,legacy,,,0,0,B_mixed_background_standardized,legacy_v3_development_train_only,lt1_needle,archive_folder,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,canonical_raw_review_fallback_after_cleanup
v4_legacy_0022,train,legacy_v3_development,,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\train\v4_legacy_0022.jpg,062500003(2).png,images\train\stagev3_0022.png,legacy_v3::stage_archive::lt1_needle::scanner_crop::062500003,legacy_v3,legacy_v3,,legacy,,,0,0,B_mixed_background_standardized,legacy_v3_development_train_only,lt1_needle,archive_folder,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,canonical_raw_review_fallback_after_cleanup
v4_legacy_0023,train,legacy_v3_development,,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\train\v4_legacy_0023.jpg,062500003(4).png,images\train\stagev3_0023.png,legacy_v3::stage_archive::lt1_needle::scanner_crop::062500003,legacy_v3,legacy_v3,,legacy,,,0,0,B_mixed_background_standardized,legacy_v3_development_train_only,lt1_needle,archive_folder,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,canonical_raw_review_fallback_after_cleanup
v4_legacy_0024,train,legacy_v3_development,,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\train\v4_legacy_0024.jpg,062500003(5).png,images\train\stagev3_0024.png,legacy_v3::stage_archive::lt1_needle::scanner_crop::062500003,legacy_v3,legacy_v3,,legacy,,,0,0,B_mixed_background_standardized,legacy_v3_development_train_only,lt1_needle,archive_folder,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,canonical_raw_review_fallback_after_cleanup
v4_legacy_0025,train,legacy_v3_development,,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\train\v4_legacy_0025.jpg,062500003(6).png,images\train\stagev3_0025.png,legacy_v3::stage_archive::lt1_needle::scanner_crop::062500003,legacy_v3,legacy_v3,,legacy,,,0,0,B_mixed_background_standardized,legacy_v3_development_train_only,lt1_needle,archive_folder,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,canonical_raw_review_fallback_after_cleanup
v4_legacy_0026,train,legacy_v3_development,,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\train\v4_legacy_0026.jpg,062500006(1).png,images\train\stagev3_0026.png,legacy_v3::stage_archive::lt1_needle::scanner_crop::062500006,legacy_v3,legacy_v3,,legacy,,,0,0,B_mixed_background_standardized,legacy_v3_development_train_only,lt1_needle,archive_folder,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,canonical_raw_review_fallback_after_cleanup
v4_legacy_0027,train,legacy_v3_development,,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\train\v4_legacy_0027.jpg,100047(1).png,images\val\stagev3_0027.png,legacy_v3::stage_archive::lt1_needle::scanner_crop::100047,legacy_v3,legacy_v3,,legacy,,,0,0,B_mixed_background_standardized,legacy_v3_development_train_only,lt1_needle,archive_folder,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,canonical_raw_review_fallback_after_cleanup
v4_legacy_0028,train,legacy_v3_development,,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\train\v4_legacy_0028.jpg,100047(2).png,images\val\stagev3_0028.png,legacy_v3::stage_archive::lt1_needle::scanner_crop::100047,legacy_v3,legacy_v3,,legacy,,,0,0,B_mixed_background_standardized,legacy_v3_development_train_only,lt1_needle,archive_folder,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,canonical_raw_review_fallback_after_cleanup
v4_legacy_0029,train,legacy_v3_development,,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\train\v4_legacy_0029.jpg,100048(1).png,images\train\stagev3_0029.png,legacy_v3::stage_archive::lt1_needle::scanner_crop::100048,legacy_v3,legacy_v3,,legacy,,,0,0,B_mixed_background_standardized,legacy_v3_development_train_only,lt1_needle,archive_folder,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,canonical_raw_review_fallback_after_cleanup
v4_legacy_0030,train,legacy_v3_development,,D:\kp\adaptive_keypoint_discovery_reboot\experiment\data_stage_clean_v4_fullplant_candidate\raw_review\train\v4_legacy_0030.jpg,100098(2).png,images\test\stagev3_0030.png,legacy_v3::stage_archive::lt1_needle::scanner_crop::100098,legacy_v3,legacy_v3,,legacy,,,0,0,B_mixed_background_standardized,legacy_v3_development_train_only,lt1_needle,archive_folder,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,canonical_raw_review_fallback_after_cleanup
v4_legacy_0031,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (121).jpg,leaf3 (121).jpg,images\auxiliary\stagev3_0031.png,legacy_v3::images400::leaf3 (121),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0032,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (16).jpg,leaf3 (16).jpg,images\auxiliary\stagev3_0032.png,legacy_v3::images400::leaf3 (16),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0033,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (17).jpg,leaf3 (17).jpg,images\auxiliary\stagev3_0033.png,legacy_v3::images400::leaf3 (17),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0034,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (15).jpg,leaf3 (15).jpg,images\auxiliary\stagev3_0034.png,legacy_v3::images400::leaf3 (15),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0035,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (49).jpg,leaf3 (49).jpg,images\auxiliary\stagev3_0035.png,legacy_v3::images400::leaf3 (49),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0036,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (93).jpg,leaf3 (93).jpg,images\auxiliary\stagev3_0036.png,legacy_v3::images400::leaf3 (93),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0037,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (14).jpg,leaf3 (14).jpg,images\auxiliary\stagev3_0037.png,legacy_v3::images400::leaf3 (14),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0038,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (97).jpg,leaf3 (97).jpg,images\auxiliary\stagev3_0038.png,legacy_v3::images400::leaf3 (97),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0039,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (18).jpg,leaf3 (18).jpg,images\auxiliary\stagev3_0039.png,legacy_v3::images400::leaf3 (18),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0040,train,legacy_v3_development,,D:\kp\数据集图片\images\13.jpg,13.jpg,images\auxiliary\stagev3_0040.png,legacy_v3::images400::13,legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,unknown,not_assigned,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0041,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (70).jpg,leaf3 (70).jpg,images\auxiliary\stagev3_0041.png,legacy_v3::images400::leaf3 (70),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0042,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (52).jpg,leaf3 (52).jpg,images\auxiliary\stagev3_0042.png,legacy_v3::images400::leaf3 (52),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0043,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (2).jpg,leaf3 (2).jpg,images\auxiliary\stagev3_0043.png,legacy_v3::images400::leaf3 (2),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0044,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (48).jpg,leaf3 (48).jpg,images\auxiliary\stagev3_0044.png,legacy_v3::images400::leaf3 (48),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0045,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (55).jpg,leaf3 (55).jpg,images\auxiliary\stagev3_0046.png,legacy_v3::images400::leaf3 (55),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0046,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (95).jpg,leaf3 (95).jpg,images\auxiliary\stagev3_0047.png,legacy_v3::images400::leaf3 (95),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0047,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (119).jpg,leaf3 (119).jpg,images\auxiliary\stagev3_0048.png,legacy_v3::images400::leaf3 (119),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0048,train,legacy_v3_development,,D:\kp\数据集图片\images\37-37.jpg,37-37.jpg,images\auxiliary\stagev3_0049.png,legacy_v3::images400::37-37,legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,unknown,not_assigned,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0049,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (72).jpg,leaf3 (72).jpg,images\auxiliary\stagev3_0050.png,legacy_v3::images400::leaf3 (72),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0050,train,legacy_v3_development,,D:\kp\数据集图片\images\8-8.jpg,8-8.jpg,images\auxiliary\stagev3_0051.png,legacy_v3::images400::8-8,legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,unknown,not_assigned,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0051,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (84).jpg,leaf3 (84).jpg,images\auxiliary\stagev3_0052.png,legacy_v3::images400::leaf3 (84),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0052,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (78).jpg,leaf3 (78).jpg,images\auxiliary\stagev3_0053.png,legacy_v3::images400::leaf3 (78),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0053,train,legacy_v3_development,,D:\kp\数据集图片\images\1-1.jpg,1-1.jpg,images\auxiliary\stagev3_0054.png,legacy_v3::images400::1-1,legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,unknown,not_assigned,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0054,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (13).jpg,leaf3 (13).jpg,images\auxiliary\stagev3_0055.png,legacy_v3::images400::leaf3 (13),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0055,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (5).jpg,leaf3 (5).jpg,images\auxiliary\stagev3_0056.png,legacy_v3::images400::leaf3 (5),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0056,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (98).jpg,leaf3 (98).jpg,images\auxiliary\stagev3_0057.png,legacy_v3::images400::leaf3 (98),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
v4_legacy_0057,train,legacy_v3_development,,D:\kp\数据集图片\images\leaf3 (20).jpg,leaf3 (20).jpg,images\auxiliary\stagev3_0058.png,legacy_v3::images400::leaf3 (20),legacy_v3,legacy_v3,,legacy,,,0,0,A_native_white_standardized,legacy_v3_development_train_only,gt2,filename_leaf3,legacy_v3_previously_reviewed,legacy_v3_metadata_status_preserved,V3 val/test were previously viewed and are therefore training/development only in V4,original_source_remapped_after_cleanup
